payment_id,order_id,payment_method,payment_status,payment_date,amount
1081,1081,COD,Success,2025-08-17 11:41:49,124.29
1082,1082,UPI,Success,2025-12-19 22:23:26,318.78
1083,1083,UPI,Success,2025-03-14 12:40:07,136.24
1084,1084,UPI,Success,2025-09-22 14:57:09,1406.28
1085,1085,Wallet,Success,2025-02-06 12:12:19,595.66
1086,1086,COD,Success,2025-09-30 16:28:56,86.37
1087,1087,UPI,Success,2025-03-08 16:29:22,98.63
1088,1088,UPI,Success,2025-04-05 12:20:39,203.62
1089,1089,COD,Success,2025-07-27 00:23:29,741.13
1090,1090,COD,Success,2025-12-21 10:55:18,894.96
1091,1091,Credit Card,Success,2025-10-04 15:26:24,53.35
1092,1092,Credit Card,Success,2025-07-10 16:08:31,290.9
1093,1093,Wallet,Success,2025-08-22 12:08:04,174.47
1094,1094,Wallet,Success,2025-10-19 20:53:00,46.45
1095,1095,UPI,Success,2025-08-03 22:09:11,286.83
1096,1096,Wallet,Success,2025-11-29 19:41:41,696.59
1097,1097,UPI,Success,2025-09-15 17:09:56,612.46
1098,1098,UPI,Success,2025-07-26 19:52:45,472.28
1099,1099,COD,Success,2025-08-09 22:22:49,845.32
1100,1100,Debit Card,Success,2025-03-20 19:25:06,484.69
1101,1101,COD,Success,2025-11-05 20:11:06,875.3
1102,1102,Wallet,Success,2025-10-21 12:52:03,233.3
1103,1103,Credit Card,Success,2025-12-19 20:48:20,681.31
1104,1104,Debit Card,Success,2025-11-27 11:04:12,546.69
1105,1105,Wallet,Success,2025-07-25 18:39:57,357.05
1106,1106,UPI,Success,2025-03-05 10:54:46,234.5
1107,1107,UPI,Success,2025-11-25 13:45:31,66.64
1108,1108,UPI,Success,2025-01-29 22:32:30,812.6
1109,1109,COD,Success,2025-08-19 13:44:00,704.99
1110,1110,UPI,Success,2025-02-05 14:48:16,227.15
1111,1111,Wallet,Success,2025-10-15 21:49:31,843.91
1112,1112,UPI,Success,2025-06-20 19:03:07,232.77
1113,1113,UPI,Refunded,2025-04-22 13:48:05,329.09
1114,1114,Credit Card,Success,2025-07-03 19:39:52,274.05
1115,1115,Wallet,Success,2025-11-16 20:54:25,456.26
1116,1116,Credit Card,Success,2025-03-09 11:54:24,170.6
1117,1117,COD,Success,2025-12-15 12:11:05,179.49
1118,1118,UPI,Success,2025-11-22 18:20:53,884.99
1119,1119,Debit Card,Success,2025-12-04 23:15:37,433.8
1120,1120,Debit Card,Success,2025-08-14 08:02:29,856.78
1121,1121,Credit Card,Success,2025-09-01 10:05:00,793.25
1122,1122,Wallet,Success,2025-02-13 16:21:20,450.41
1123,1123,COD,Success,2025-08-30 11:30:07,240.04
1124,1124,Wallet,Refunded,2025-02-13 12:47:22,543.78
1125,1125,Wallet,Success,2025-11-14 11:04:53,771.36
1126,1126,Debit Card,Success,2025-09-10 13:40:08,1502.69
1127,1127,Debit Card,Success,2025-08-17 16:28:58,555.83
1128,1128,Credit Card,Success,2025-12-06 21:04:25,296.47
1129,1129,Debit Card,Success,2025-03-27 14:00:01,658.24
1130,1130,COD,Success,2025-10-22 21:45:48,190.12
1131,1131,Wallet,Success,2025-09-20 13:20:37,671.55
1132,1132,UPI,Success,2025-04-17 20:29:28,262.14
1133,1133,UPI,Success,2025-02-28 12:23:44,538.25
1134,1134,Credit Card,Success,2025-05-20 21:23:08,273.27
1135,1135,UPI,Success,2025-06-02 21:27:43,100.13
1136,1136,UPI,Success,2025-05-23 09:33:14,98.16
1137,1137,Credit Card,Success,2025-04-14 21:54:26,1449.28
1138,1138,Debit Card,Success,2025-04-06 10:07:53,110.33
1139,1139,Debit Card,Success,2025-12-06 21:05:06,288.51
1140,1140,UPI,Success,2025-08-21 08:35:49,329.94
1141,1141,Wallet,Success,2025-06-08 14:30:27,666.28
1142,1142,Debit Card,Success,2025-06-14 16:19:36,636.9
1143,1143,Debit Card,Success,2025-05-04 13:03:37,300.82
1144,1144,UPI,Success,2025-03-12 13:16:42,109.48
1145,1145,Credit Card,Refunded,2025-10-18 12:43:25,525.19
1146,1146,UPI,Success,2025-03-10 13:34:06,372.18
1147,1147,UPI,Success,2025-07-14 16:40:49,421.16
1148,1148,COD,Success,2025-05-09 14:30:55,448.78
1149,1149,Wallet,Success,2025-11-21 13:09:14,431.56
1150,1150,UPI,Success,2025-09-11 18:49:51,337.95
1151,1151,UPI,Success,2025-11-23 17:45:15,147.0
1152,1152,Credit Card,Success,2025-06-17 07:51:23,230.81
1153,1153,Wallet,Success,2025-10-05 08:21:40,117.73
1154,1154,Credit Card,Success,2025-10-27 22:17:37,606.57
1155,1155,Credit Card,Success,2025-03-16 15:48:42,205.81
1156,1156,Wallet,Success,2025-08-25 14:49:23,462.53
1157,1157,Wallet,Success,2025-04-24 12:10:51,683.15
1158,1158,Wallet,Success,2025-05-01 23:23:38,735.41
1159,1159,Wallet,Success,2025-12-01 18:51:59,712.41
1160,1160,UPI,Success,2025-07-23 12:13:51,799.78
1161,1161,Credit Card,Success,2025-07-10 07:57:06,1114.26
1162,1162,Wallet,Success,2025-08-25 07:50:07,133.62
1163,1163,UPI,Success,2025-03-03 12:58:18,1533.25
1164,1164,UPI,Success,2025-06-20 14:58:31,863.97
1165,1165,Credit Card,Success,2025-04-12 19:31:10,286.73
1166,1166,Debit Card,Success,2025-03-04 18:35:59,1010.34
1167,1167,Credit Card,Success,2025-08-10 19:33:38,538.68
1168,1168,UPI,Success,2025-08-25 13:04:42,188.08
1169,1169,UPI,Success,2025-11-21 11:16:57,509.01
1170,1170,Wallet,Success,2025-09-07 18:56:22,941.91
1171,1171,UPI,Success,2025-08-09 13:10:19,322.26
1172,1172,Debit Card,Success,2025-11-06 21:17:18,647.73
1173,1173,UPI,Success,2025-05-07 07:50:30,95.22
1174,1174,UPI,Success,2025-02-16 11:45:05,633.22
1175,1175,UPI,Success,2025-08-12 18:11:27,499.83
1176,1176,UPI,Success,2025-11-22 13:40:17,462.92
1177,1177,Credit Card,Failed,2025-09-19 10:31:46,665.51
1178,1178,COD,Failed,2025-01-17 08:16:40,728.72
1179,1179,Credit Card,Success,2025-04-02 11:27:58,58.41
1180,1180,Credit Card,Success,2025-12-02 21:33:55,430.41
1181,1181,UPI,Success,2025-11-15 13:33:17,768.09
1182,1182,UPI,Success,2025-04-17 21:20:24,332.13
1183,1183,Debit Card,Success,2025-10-22 08:17:25,431.05
1184,1184,Credit Card,Success,2025-02-13 21:08:11,194.45
1185,1185,Credit Card,Success,2025-07-04 09:56:00,859.07
1186,1186,COD,Success,2025-02-09 14:15:33,2046.25
1187,1187,UPI,Success,2025-11-21 17:51:25,1535.99
1188,1188,COD,Success,2025-06-23 12:43:26,602.31
1189,1189,UPI,Success,2025-01-03 19:10:25,495.19
1190,1190,Debit Card,Success,2025-05-01 19:08:30,434.87
1191,1191,UPI,Success,2025-07-25 11:27:15,158.18
1192,1192,COD,Success,2025-10-11 19:11:17,113.05
1193,1193,UPI,Success,2025-03-22 13:59:48,294.79
1194,1194,COD,Success,2025-04-04 11:54:37,1059.12
1195,1195,COD,Success,2025-05-31 12:40:14,392.99
1196,1196,UPI,Success,2025-09-21 18:22:18,588.6
1197,1197,Wallet,Success,2025-08-26 20:31:45,244.66
1198,1198,Credit Card,Success,2025-02-16 12:08:11,785.51
1199,1199,COD,Success,2025-11-01 13:50:21,508.15
1200,1200,UPI,Success,2025-08-13 13:03:25,211.24
1201,1201,Debit Card,Success,2025-10-13 17:37:15,221.59
1202,1202,UPI,Success,2025-12-02 21:24:39,160.26
1203,1203,Credit Card,Success,2025-08-06 19:28:57,642.94
1204,1204,UPI,Success,2025-04-28 12:04:08,300.91
1205,1205,Credit Card,Success,2025-05-28 00:33:01,814.41
1206,1206,UPI,Refunded,2025-11-13 11:16:04,991.73
1207,1207,UPI,Success,2025-06-09 12:53:31,360.39
1208,1208,Debit Card,Success,2025-01-20 19:18:43,1016.53
1209,1209,COD,Success,2025-05-29 14:17:19,70.86
1210,1210,Credit Card,Success,2025-06-17 11:54:46,202.26
1211,1211,Credit Card,Success,2025-06-25 19:47:31,777.58
1212,1212,UPI,Success,2025-03-08 20:50:16,358.42
1213,1213,COD,Success,2025-06-28 21:59:25,398.8
1214,1214,Debit Card,Success,2025-02-14 19:16:06,657.4
1215,1215,UPI,Success,2025-07-31 22:09:58,493.55
1216,1216,UPI,Success,2025-04-14 20:02:44,33.42
1217,1217,UPI,Success,2025-02-12 13:31:17,927.27
1218,1218,Debit Card,Success,2025-03-05 12:49:18,374.62
1219,1219,COD,Success,2025-07-18 12:00:16,908.29
1220,1220,Wallet,Success,2025-06-26 12:34:26,754.08
1221,1221,UPI,Success,2025-06-14 12:16:15,241.01
1222,1222,COD,Success,2025-01-05 16:32:31,279.25
1223,1223,Credit Card,Success,2025-01-23 21:40:39,425.16
1224,1224,UPI,Success,2025-04-24 06:51:57,608.06
1225,1225,UPI,Success,2025-06-09 20:35:19,1284.42
1226,1226,Debit Card,Success,2025-12-13 09:10:36,219.91
1227,1227,UPI,Refunded,2025-06-10 19:22:14,1334.26
1228,1228,Credit Card,Success,2025-06-08 22:59:23,896.98
1229,1229,Debit Card,Success,2025-01-30 11:39:23,256.17
1230,1230,Wallet,Success,2025-09-05 13:15:21,601.28
1231,1231,Credit Card,Success,2025-09-26 19:13:27,133.26
1232,1232,UPI,Success,2025-05-04 21:51:56,752.53
1233,1233,COD,Success,2025-04-28 20:27:35,1288.79
1234,1234,UPI,Success,2025-12-30 09:46:34,675.99
1235,1235,Debit Card,Success,2025-03-23 22:06:03,322.86
1236,1236,Debit Card,Success,2025-05-22 19:55:21,722.25
1237,1237,Wallet,Success,2025-02-01 20:37:28,196.71
1238,1238,UPI,Success,2025-05-22 14:24:32,1144.05
1239,1239,UPI,Success,2025-10-18 12:53:53,322.97
1240,1240,Debit Card,Success,2025-11-07 19:48:05,771.43
1241,1241,UPI,Success,2025-10-16 22:43:24,337.32
1242,1242,COD,Success,2025-09-10 07:29:57,235.2
1243,1243,UPI,Success,2025-04-13 20:25:32,148.6
1244,1244,Wallet,Success,2025-04-28 18:06:50,996.76
1245,1245,Credit Card,Success,2025-04-14 12:54:12,332.82
1246,1246,Credit Card,Success,2025-09-15 17:37:22,1160.39
1247,1247,COD,Success,2025-09-22 12:54:04,239.68
1248,1248,Debit Card,Success,2025-11-19 19:15:14,403.57
1249,1249,Credit Card,Success,2025-10-22 15:46:17,380.7
1250,1250,Wallet,Success,2025-07-20 18:53:17,121.69
1251,1251,Wallet,Success,2025-12-14 23:16:35,295.26
1252,1252,UPI,Success,2025-12-30 17:57:37,658.36
1253,1253,Wallet,Success,2025-06-28 17:15:58,323.1
1254,1254,UPI,Success,2025-10-10 10:06:40,137.22
1255,1255,COD,Success,2025-07-13 15:56:50,377.17
1256,1256,Credit Card,Success,2025-02-18 12:15:47,122.96
1257,1257,UPI,Success,2025-01-25 20:06:44,272.58
1258,1258,COD,Success,2025-12-05 20:04:18,738.65
1259,1259,Debit Card,Success,2025-08-23 12:53:22,235.2
1260,1260,UPI,Success,2025-07-31 12:49:55,464.86
1261,1261,COD,Success,2025-09-26 20:12:41,860.06
1262,1262,Wallet,Success,2025-08-29 20:24:19,108.16
1263,1263,UPI,Refunded,2025-12-26 10:07:50,175.52
1264,1264,COD,Success,2025-10-04 11:19:21,165.93
1265,1265,Debit Card,Success,2025-11-10 12:20:49,736.08
1266,1266,COD,Success,2025-05-29 13:07:01,228.31
1267,1267,COD,Success,2025-08-13 16:27:33,986.56
1268,1268,Wallet,Success,2025-09-21 12:32:41,453.46
1269,1269,UPI,Success,2025-05-11 19:44:58,1015.0
1270,1270,Debit Card,Success,2025-06-19 18:32:19,54.04
1271,1271,UPI,Success,2025-08-13 19:37:26,367.78
1272,1272,UPI,Success,2025-08-02 18:11:18,130.12
1273,1273,COD,Success,2025-12-16 11:59:40,358.9
1274,1274,Debit Card,Success,2025-12-05 08:00:51,1107.23
1275,1275,Credit Card,Success,2025-07-02 19:18:54,763.23
1276,1276,COD,Success,2025-07-21 20:03:26,887.89
1277,1277,COD,Refunded,2025-04-29 12:52:37,842.93
1278,1278,UPI,Success,2025-04-29 19:33:07,614.28
1279,1279,COD,Success,2025-07-30 12:51:57,195.13
1280,1280,UPI,Success,2025-06-11 17:17:49,547.53
1281,1281,UPI,Success,2025-01-16 19:18:30,205.41
1282,1282,Debit Card,Success,2025-10-01 19:48:09,691.81
1283,1283,Debit Card,Success,2025-12-22 19:26:59,179.9
1284,1284,UPI,Success,2025-08-03 12:25:22,580.4
1285,1285,COD,Success,2025-05-18 18:43:18,897.25
1286,1286,Wallet,Success,2025-05-02 19:34:37,232.3
1287,1287,UPI,Success,2025-10-12 14:11:46,346.93
1288,1288,UPI,Success,2025-05-22 20:41:06,381.41
1289,1289,UPI,Success,2025-08-06 18:59:56,180.42
1290,1290,Wallet,Success,2025-10-05 20:57:15,613.36
1291,1291,Wallet,Refunded,2025-09-23 18:20:15,170.04
1292,1292,Credit Card,Success,2025-02-01 11:08:55,611.66
1293,1293,COD,Success,2025-06-06 00:05:07,451.59
1294,1294,Wallet,Success,2025-05-05 16:27:56,242.12
1295,1295,Credit Card,Success,2025-02-28 21:23:29,216.8
1296,1296,UPI,Success,2025-05-05 21:39:00,1055.12
1297,1297,COD,Success,2025-07-25 20:05:22,660.9
1298,1298,UPI,Success,2025-01-01 10:57:22,521.57
1299,1299,UPI,Success,2025-06-23 11:42:43,188.34
1300,1300,UPI,Success,2025-05-20 10:34:11,164.98
1301,1301,UPI,Success,2025-11-14 13:48:33,1195.72
1302,1302,UPI,Success,2025-04-11 12:49:38,912.06
1303,1303,Wallet,Success,2025-10-11 12:29:32,375.03
1304,1304,UPI,Success,2025-02-26 10:29:39,264.24
1305,1305,Debit Card,Success,2025-02-17 20:37:14,363.24
1306,1306,Wallet,Success,2025-12-09 18:28:54,397.75
1307,1307,UPI,Success,2025-11-18 12:59:14,280.94
1308,1308,UPI,Success,2025-07-23 19:07:08,193.04
1309,1309,COD,Success,2025-02-24 16:50:34,553.42
1310,1310,UPI,Failed,2025-01-30 16:31:40,885.97
1311,1311,Debit Card,Success,2025-08-06 12:55:07,1017.07
1312,1312,COD,Success,2025-09-18 12:43:31,650.62
1313,1313,UPI,Success,2025-12-06 17:37:38,836.38
1314,1314,UPI,Success,2025-07-05 19:53:37,121.96
1315,1315,UPI,Success,2025-07-19 12:49:45,188.04
1316,1316,COD,Refunded,2025-03-08 20:38:13,671.79
1317,1317,Wallet,Success,2025-07-31 21:37:35,248.51
1318,1318,Credit Card,Success,2025-09-23 14:00:07,206.23
1319,1319,UPI,Success,2025-11-10 11:10:17,652.02
1320,1320,Wallet,Success,2025-11-10 19:08:28,562.92
1321,1321,Debit Card,Success,2025-09-12 19:56:53,686.21
1322,1322,Debit Card,Success,2025-04-22 22:48:53,624.42
1323,1323,UPI,Success,2025-09-04 18:32:03,197.7
1324,1324,COD,Success,2025-07-21 20:39:39,398.51
1325,1325,Credit Card,Refunded,2025-03-10 10:36:28,1060.22
1326,1326,UPI,Refunded,2025-09-27 14:16:38,196.17
1327,1327,UPI,Success,2025-10-05 21:25:25,855.52
1328,1328,Credit Card,Success,2025-10-15 08:18:43,834.44
1329,1329,Debit Card,Success,2025-09-26 16:30:50,288.31
1330,1330,Credit Card,Success,2025-09-09 11:58:37,139.57
1331,1331,UPI,Success,2025-12-23 12:53:03,1036.73
1332,1332,Wallet,Success,2025-10-18 13:07:45,197.55
1333,1333,COD,Success,2025-01-08 00:37:32,620.62
1334,1334,Wallet,Success,2025-06-02 11:48:02,205.77
1335,1335,UPI,Success,2025-08-10 13:53:59,113.63
1336,1336,UPI,Success,2025-12-29 18:35:15,393.21
1337,1337,UPI,Success,2025-07-19 13:23:08,268.1
1338,1338,COD,Success,2025-06-18 13:36:23,72.12
1339,1339,UPI,Success,2025-05-23 19:02:33,660.39
1340,1340,UPI,Success,2025-12-15 11:24:33,998.0
1341,1341,Wallet,Success,2025-03-16 20:19:11,855.41
1342,1342,COD,Success,2025-12-08 21:08:50,995.33
1343,1343,UPI,Success,2025-08-29 12:14:22,449.61
1344,1344,Credit Card,Success,2025-05-07 20:55:01,532.49
1345,1345,COD,Success,2025-09-27 11:41:41,300.84
1346,1346,UPI,Success,2025-05-18 12:54:52,272.68
1347,1347,Credit Card,Success,2025-03-15 21:47:18,217.33
1348,1348,Credit Card,Success,2025-08-21 21:30:22,1408.02
1349,1349,UPI,Success,2025-10-07 12:27:22,156.62
1350,1350,COD,Success,2025-09-09 12:02:21,311.77
1351,1351,Debit Card,Success,2025-08-30 11:01:13,165.11
1352,1352,UPI,Success,2025-09-02 17:22:53,104.3
1353,1353,Credit Card,Success,2025-06-02 22:40:10,444.7
1354,1354,Credit Card,Success,2025-12-20 22:13:37,773.2
1355,1355,COD,Success,2025-08-22 13:11:58,1276.65
1356,1356,UPI,Success,2025-04-30 12:12:07,620.07
1357,1357,COD,Success,2025-05-29 10:54:39,832.68
1358,1358,UPI,Refunded,2025-07-08 22:19:53,139.35
1359,1359,Credit Card,Success,2025-04-26 13:39:29,276.09
1360,1360,UPI,Success,2025-11-25 19:46:09,538.25
1361,1361,UPI,Success,2025-10-04 22:43:50,224.38
1362,1362,Wallet,Success,2025-06-29 15:30:57,273.21
1363,1363,Wallet,Success,2025-08-22 09:11:11,1369.41
1364,1364,COD,Success,2025-05-30 16:56:25,838.13
1365,1365,Debit Card,Success,2025-06-10 13:34:08,304.99
1366,1366,UPI,Refunded,2025-04-06 12:29:05,801.29
1367,1367,UPI,Success,2025-03-05 14:25:43,492.74
1368,1368,Debit Card,Success,2025-11-24 15:06:32,259.91
1369,1369,UPI,Success,2025-11-26 21:41:35,456.29
1370,1370,UPI,Success,2025-06-05 12:07:30,191.49
1371,1371,UPI,Success,2025-11-28 06:22:49,593.71
1372,1372,COD,Success,2025-11-17 07:24:42,158.29
1373,1373,UPI,Success,2025-10-15 13:56:01,180.39
1374,1374,COD,Success,2025-07-25 19:02:54,397.12
1375,1375,UPI,Success,2025-06-04 19:23:42,188.04
1376,1376,COD,Success,2025-08-19 11:39:49,557.44
1377,1377,COD,Success,2025-07-23 10:22:32,238.78
1378,1378,Debit Card,Success,2025-07-06 17:21:22,287.32
1379,1379,UPI,Success,2025-03-30 22:56:55,242.6
1380,1380,COD,Success,2025-12-31 19:26:10,55.11
1381,1381,Wallet,Success,2025-11-19 20:56:17,702.7
1382,1382,UPI,Success,2025-05-19 20:08:25,440.04
1383,1383,Credit Card,Success,2025-12-19 13:08:03,441.95
1384,1384,Debit Card,Success,2025-01-07 11:59:15,73.1
1385,1385,Wallet,Success,2025-05-07 11:54:35,266.4
1386,1386,Wallet,Success,2025-12-31 22:31:56,918.23
1387,1387,Wallet,Success,2025-12-27 11:03:33,221.63
1388,1388,Credit Card,Success,2025-01-22 17:34:14,210.94
1389,1389,Wallet,Success,2025-03-03 11:45:38,164.86
1390,1390,UPI,Success,2025-05-14 21:10:04,521.34
1391,1391,UPI,Success,2025-06-09 17:01:55,214.48
1392,1392,COD,Success,2025-09-29 07:31:44,432.22
1393,1393,COD,Success,2025-09-29 13:24:44,151.39
1394,1394,Wallet,Success,2025-11-03 15:15:25,764.15
1395,1395,UPI,Success,2025-07-21 12:56:06,450.7
1396,1396,Wallet,Refunded,2025-05-12 10:22:19,789.46
1397,1397,Wallet,Success,2025-08-25 19:33:12,32.07
1398,1398,UPI,Refunded,2025-08-20 20:25:08,428.14
1399,1399,COD,Success,2025-10-29 20:13:24,355.88
1400,1400,Wallet,Success,2025-12-18 18:19:21,311.57
1401,1401,UPI,Success,2025-07-16 19:59:29,567.01
1402,1402,UPI,Success,2025-08-03 21:56:08,852.42
1403,1403,UPI,Success,2025-07-31 20:04:47,164.79
1404,1404,Credit Card,Success,2025-07-12 23:26:30,793.63
1405,1405,UPI,Success,2025-03-07 21:04:34,242.12
1406,1406,Credit Card,Success,2025-12-18 09:08:24,148.83
1407,1407,UPI,Success,2025-08-16 21:44:25,273.27
1408,1408,Debit Card,Success,2025-04-09 00:15:23,586.3
1409,1409,Wallet,Success,2025-02-16 18:01:43,285.21
1410,1410,COD,Success,2025-06-12 21:35:25,280.64
1411,1411,Debit Card,Success,2025-12-05 20:34:16,1332.81
1412,1412,Wallet,Success,2025-05-14 08:35:06,1384.03
1413,1413,UPI,Success,2025-11-27 09:30:15,471.7
1414,1414,UPI,Failed,2025-06-14 20:29:58,341.41
1415,1415,UPI,Success,2025-06-15 21:06:29,254.67
1416,1416,UPI,Refunded,2025-02-09 20:37:53,827.45
1417,1417,Credit Card,Success,2025-05-18 06:28:36,359.24
1418,1418,Wallet,Success,2025-04-16 18:06:34,196.13
1419,1419,UPI,Success,2025-12-12 07:17:29,1967.23
1420,1420,Credit Card,Success,2025-09-17 10:09:01,424.41
1421,1421,UPI,Success,2025-04-07 11:15:07,491.68
1422,1422,COD,Success,2025-02-27 19:28:13,149.98
1423,1423,UPI,Success,2025-11-25 21:05:17,129.43
1424,1424,UPI,Success,2025-05-29 22:22:59,554.0
1425,1425,Wallet,Success,2025-12-13 11:37:21,782.14
1426,1426,COD,Success,2025-08-06 08:17:06,625.18
1427,1427,Debit Card,Success,2025-03-05 22:12:10,265.18
1428,1428,UPI,Success,2025-05-23 14:40:43,857.83
1429,1429,Wallet,Success,2025-04-30 12:58:13,330.89
1430,1430,Wallet,Success,2025-06-24 15:46:35,1047.59
1431,1431,COD,Success,2025-12-15 08:59:13,637.62
1432,1432,UPI,Success,2025-12-05 20:09:45,184.46
1433,1433,Credit Card,Success,2025-03-12 21:52:37,231.94
1434,1434,COD,Success,2025-05-11 21:08:14,1363.4
1435,1435,Credit Card,Success,2025-12-29 18:16:00,212.39
1436,1436,Credit Card,Success,2025-07-24 12:07:17,702.57
1437,1437,Credit Card,Success,2025-06-14 21:28:49,249.62
1438,1438,Debit Card,Success,2025-05-12 09:53:02,95.07
1439,1439,Wallet,Success,2025-05-29 07:30:49,255.11
1440,1440,Credit Card,Success,2025-10-10 18:10:41,587.45
1441,1441,UPI,Success,2025-12-08 20:53:21,824.22
1442,1442,COD,Success,2025-07-01 22:32:33,682.3
1443,1443,Credit Card,Success,2025-08-30 11:08:30,264.07
1444,1444,COD,Success,2025-04-27 16:45:58,239.6
1445,1445,Credit Card,Success,2025-02-17 21:43:24,382.21
1446,1446,Credit Card,Success,2025-12-25 18:00:24,932.47
1447,1447,Credit Card,Success,2025-09-30 21:39:09,191.86
1448,1448,Credit Card,Success,2025-04-08 11:18:45,753.49
1449,1449,COD,Success,2025-03-01 18:57:27,940.84
1450,1450,Debit Card,Success,2025-03-11 23:19:31,326.54
1451,1451,Wallet,Success,2025-11-19 15:53:21,605.24
1452,1452,Wallet,Success,2025-04-07 11:23:29,458.38
1453,1453,Credit Card,Success,2025-03-22 23:31:13,156.8
1454,1454,Credit Card,Success,2025-05-27 19:11:05,1174.48
1455,1455,UPI,Success,2025-10-16 18:22:05,119.98
1456,1456,Debit Card,Success,2025-11-16 10:33:40,731.51
1457,1457,UPI,Success,2025-07-18 18:09:08,1317.92
1458,1458,COD,Success,2025-05-15 21:50:21,1003.25
1459,1459,Credit Card,Success,2025-04-22 22:54:32,433.63
1460,1460,Credit Card,Success,2025-10-09 20:56:35,1041.13
1461,1461,UPI,Success,2025-06-30 11:13:18,211.02
1462,1462,COD,Success,2025-10-29 19:46:35,609.54
1463,1463,Credit Card,Success,2025-11-12 08:02:33,552.26
1464,1464,UPI,Success,2025-12-27 14:17:34,328.89
1465,1465,COD,Success,2025-05-16 12:03:00,508.84
1466,1466,COD,Success,2025-12-07 12:47:31,722.9
1467,1467,COD,Success,2025-07-17 11:31:17,652.36
1468,1468,UPI,Success,2025-09-09 11:50:25,155.08
1469,1469,COD,Success,2025-05-22 09:10:48,461.47
1470,1470,Debit Card,Success,2025-11-04 20:57:12,296.44
1471,1471,Credit Card,Failed,2025-01-05 11:58:54,79.5
1472,1472,Debit Card,Success,2025-09-25 21:23:31,724.53
1473,1473,COD,Success,2025-01-22 11:16:42,673.39
1474,1474,Credit Card,Success,2025-07-27 21:00:11,788.02
1475,1475,UPI,Success,2025-06-14 10:40:51,1266.48
1476,1476,UPI,Success,2025-05-13 11:38:48,864.18
1477,1477,Credit Card,Success,2025-08-10 09:31:21,655.94
1478,1478,Debit Card,Success,2025-02-17 20:00:06,81.7
1479,1479,UPI,Success,2025-11-15 17:40:47,222.27
1480,1480,Credit Card,Failed,2025-01-15 11:18:45,672.86
1481,1481,Debit Card,Success,2025-01-20 20:33:22,858.81
1482,1482,Wallet,Success,2025-12-28 11:03:52,968.91
1483,1483,Debit Card,Success,2025-04-07 20:16:28,335.35
1484,1484,Credit Card,Success,2025-10-02 18:17:41,275.41
1485,1485,Wallet,Success,2025-07-23 20:24:45,1426.97
1486,1486,UPI,Success,2025-11-09 18:53:09,355.62
1487,1487,UPI,Success,2025-01-25 21:41:20,626.85
1488,1488,UPI,Success,2025-06-26 11:28:01,51.62
1489,1489,UPI,Success,2025-09-19 19:16:07,734.55
1490,1490,Credit Card,Success,2025-09-10 18:25:48,606.55
1491,1491,Wallet,Success,2025-11-10 07:25:29,203.46
1492,1492,UPI,Success,2025-02-14 19:59:47,441.31
1493,1493,UPI,Success,2025-06-19 22:42:56,466.66
1494,1494,Wallet,Success,2025-09-14 12:19:25,683.26
1495,1495,Debit Card,Success,2025-05-06 21:54:19,350.47
1496,1496,Debit Card,Success,2025-04-10 08:18:03,128.5
1497,1497,COD,Success,2025-06-07 19:05:08,430.69
1498,1498,UPI,Success,2025-09-16 08:04:55,172.55
1499,1499,Credit Card,Success,2025-03-22 12:59:43,945.6
1500,1500,UPI,Refunded,2025-05-13 21:23:17,139.57
1501,1501,UPI,Success,2025-10-04 21:45:28,114.16
1502,1502,Debit Card,Success,2025-12-22 11:04:12,284.56
1503,1503,UPI,Success,2025-09-28 07:05:02,450.51
1504,1504,UPI,Failed,2025-09-04 18:39:40,395.83
1505,1505,Wallet,Success,2025-11-29 15:27:53,166.85
1506,1506,Wallet,Success,2025-11-11 16:42:08,455.85
1507,1507,Credit Card,Success,2025-03-24 23:56:04,246.82
1508,1508,Credit Card,Success,2025-12-22 20:55:05,171.1
1509,1509,Debit Card,Success,2025-01-27 21:22:31,159.79
1510,1510,UPI,Success,2025-07-19 20:12:44,852.42
1511,1511,UPI,Success,2025-01-20 10:00:57,1040.06
1512,1512,Wallet,Success,2025-04-12 10:45:01,286.08
1513,1513,UPI,Success,2025-04-20 00:13:02,335.6
1514,1514,UPI,Success,2025-12-11 08:59:08,705.76
1515,1515,Wallet,Success,2025-10-03 13:11:00,462.99
1516,1516,Debit Card,Success,2025-06-05 20:49:00,183.31
1517,1517,UPI,Success,2025-04-27 20:19:45,1582.16
1518,1518,Debit Card,Success,2025-12-31 21:58:32,715.68
1519,1519,UPI,Success,2025-01-12 18:11:28,171.69
1520,1520,Credit Card,Success,2025-01-26 12:33:42,327.65
1521,1521,Wallet,Refunded,2025-03-01 10:43:16,640.45
1522,1522,Wallet,Success,2025-05-03 12:31:32,248.8
1523,1523,Debit Card,Success,2025-09-01 23:37:24,355.35
1524,1524,COD,Success,2025-08-26 22:10:12,177.07
1525,1525,UPI,Success,2025-07-27 21:32:48,412.45
1526,1526,UPI,Success,2025-09-29 12:21:09,681.72
1527,1527,Wallet,Success,2025-06-03 12:10:48,859.56
1528,1528,Credit Card,Success,2025-03-26 21:33:57,238.73
1529,1529,Wallet,Success,2025-09-24 21:58:15,198.64
1530,1530,UPI,Success,2025-10-24 21:59:44,326.9
1531,1531,UPI,Success,2025-04-09 18:29:12,801.25
1532,1532,UPI,Success,2025-02-15 20:48:20,201.5
1533,1533,UPI,Success,2025-12-01 12:10:24,287.32
