item_id,restaurant_id,item_name,category,price,is_veg
624,135,Pancakes,Desserts,177.03,True
625,135,Iced Tea,Beverages,85.74,True
626,136,Grilled Sandwich,Main Course,179.18,True
627,136,Iced Tea,Beverages,96.1,True
628,136,Mushroom Soup,Soups,163.08,True
629,137,Idli Sambar,Main Course,98.28,True
630,137,Vada,Starters,63.47,True
631,137,Masala Dosa,Main Course,139.57,True
632,138,Pani Puri,Starters,65.55,True
633,138,Chole Bhature,Main Course,126.51,True
634,138,Samosa,Starters,33.76,True
635,138,Vada Pav,Main Course,44.6,True
636,138,Jalebi,Desserts,60.75,True
637,138,Pav Bhaji,Main Course,86.47,True
638,139,Fried Rice,Main Course,182.04,True
639,139,Manchurian,Starters,217.34,True
640,139,Sweet Corn Soup,Soups,115.31,True
641,139,Chilli Chicken,Starters,273.99,False
642,140,Grilled Sandwich,Main Course,181.8,True
643,140,Pancakes,Desserts,176.66,True
644,140,Mushroom Soup,Soups,152.27,True
645,140,Caesar Salad,Starters,224.43,True
646,140,Fish & Chips,Main Course,394.73,False
647,140,Iced Tea,Beverages,95.79,True
648,141,Jalebi,Desserts,79.5,True
649,141,Vada Pav,Main Course,43.02,True
650,141,Pani Puri,Starters,66.55,True
651,142,Spring Rolls,Starters,150.24,True
652,142,Manchurian,Starters,247.12,True
653,142,Fried Rice,Main Course,161.33,True
654,142,Sweet Corn Soup,Soups,114.97,True
655,143,Lemonade,Beverages,87.64,True
656,143,Bruschetta,Starters,199.09,True
657,143,Tiramisu,Desserts,199.03,True
658,144,Vada,Starters,53.35,True
659,144,Idli Sambar,Main Course,99.34,True
660,144,Uttapam,Main Course,103.28,True
661,144,Filter Coffee,Beverages,61.54,True
662,144,Masala Dosa,Main Course,139.57,True
663,145,Manchurian,Starters,217.11,True
664,145,Sweet Corn Soup,Soups,140.73,True
665,145,Fried Rice,Main Course,151.0,True
666,146,Lassi,Beverages,98.37,True
667,146,Gulab Jamun,Desserts,96.69,True
668,146,Paneer Tikka,Starters,229.57,True
669,146,Naan,Breads,55.29,True
670,146,Dal Makhani,Main Course,221.28,True
671,147,Waffle,Desserts,209.8,True
672,147,Cold Coffee,Beverages,168.7,True
673,147,Rasmalai,Desserts,136.23,True
674,147,Ice Cream Sundae,Desserts,222.61,True
675,147,Chocolate Brownie,Desserts,163.27,True
676,148,Butter Chicken,Main Course,362.47,False
677,148,Paneer Tikka,Starters,230.81,True
678,148,Dal Makhani,Main Course,273.79,True
679,148,Gulab Jamun,Desserts,93.55,True
680,148,Naan,Breads,47.29,True
681,149,Filter Coffee,Beverages,61.45,True
682,149,Uttapam,Main Course,111.39,True
683,149,Idli Sambar,Main Course,78.01,True
684,149,Rasam,Soups,62.02,True
685,149,Masala Dosa,Main Course,105.81,True
686,150,Chocolate Brownie,Desserts,206.53,True
687,150,Ice Cream Sundae,Desserts,214.33,True
688,150,Waffle,Desserts,230.37,True
689,150,Rasmalai,Desserts,143.97,True
690,151,Iced Tea,Beverages,91.1,True
691,151,Pancakes,Desserts,219.3,True
692,151,Caesar Salad,Starters,267.16,True
693,151,Fish & Chips,Main Course,401.93,False
694,151,Mushroom Soup,Soups,181.71,True
695,151,Grilled Sandwich,Main Course,203.59,True
696,152,Dal Makhani,Main Course,271.89,True
697,152,Gulab Jamun,Desserts,89.58,True
698,152,Butter Chicken,Main Course,384.89,False
699,152,Paneer Tikka,Starters,264.85,True
700,152,Lassi,Beverages,84.6,True
701,153,Mushroom Soup,Soups,196.96,True
702,153,Caesar Salad,Starters,224.2,True
703,153,Iced Tea,Beverages,90.15,True
704,154,Pav Bhaji,Main Course,96.6,True
705,154,Vada Pav,Main Course,41.73,True
706,154,Pani Puri,Starters,57.35,True
707,154,Chole Bhature,Main Course,102.11,True
708,154,Jalebi,Desserts,77.17,True
709,155,Dal Makhani,Main Course,218.31,True
710,155,Paneer Tikka,Starters,274.05,True
711,155,Butter Chicken,Main Course,314.05,False
712,155,Lassi,Beverages,89.24,True
713,155,Gulab Jamun,Desserts,68.16,True
714,155,Naan,Breads,54.27,True
715,156,Tiramisu,Desserts,204.46,True
716,156,Garlic Bread,Starters,138.42,True
717,156,Margherita Pizza,Main Course,317.43,True
718,156,Lemonade,Beverages,120.94,True
719,157,Chocolate Brownie,Desserts,186.89,True
720,157,Rasmalai,Desserts,119.97,True
721,157,Waffle,Desserts,219.08,True
722,157,Cold Coffee,Beverages,181.03,True
723,157,Ice Cream Sundae,Desserts,212.91,True
724,157,Cheesecake,Desserts,239.45,True
725,158,Waffle,Desserts,187.51,True
726,158,Rasmalai,Desserts,144.41,True
727,158,Ice Cream Sundae,Desserts,226.74,True
728,158,Chocolate Brownie,Desserts,160.97,True
729,158,Cold Coffee,Beverages,144.59,True
730,158,Cheesecake,Desserts,225.87,True
731,159,Jalebi,Desserts,86.37,True
732,159,Vada Pav,Main Course,49.73,True
733,159,Pav Bhaji,Main Course,89.75,True
734,159,Samosa,Starters,31.37,True
735,159,Chole Bhature,Main Course,125.79,True
736,159,Pani Puri,Starters,67.36,True
737,160,Cheesecake,Desserts,223.47,True
738,160,Rasmalai,Desserts,107.18,True
739,160,Cold Coffee,Beverages,128.77,True
740,160,Chocolate Brownie,Desserts,164.2,True
741,161,Oats Bowl,Main Course,168.2,True
742,161,Quinoa Bowl,Main Course,315.79,True
743,161,Grilled Chicken Salad,Main Course,347.36,False
744,162,Fish & Chips,Main Course,337.01,False
745,162,Iced Tea,Beverages,79.47,True
746,162,Mushroom Soup,Soups,163.45,True
747,163,Rasam,Soups,67.37,True
748,163,Uttapam,Main Course,98.56,True
749,163,Idli Sambar,Main Course,76.43,True
750,163,Masala Dosa,Main Course,135.65,True
751,164,Pasta Arrabiata,Main Course,336.7,True
752,164,Tiramisu,Desserts,217.3,True
753,164,Margherita Pizza,Main Course,330.03,True
754,164,Garlic Bread,Starters,140.32,True
755,164,Bruschetta,Starters,162.53,True
756,164,Lemonade,Beverages,86.53,True
757,165,Veg Biryani,Main Course,204.57,True
758,165,Salan,Sides,71.74,True
759,165,Hyderabadi Chicken Biryani,Main Course,280.6,False
760,165,Raita,Sides,53.0,True
761,166,Pani Puri,Starters,52.47,True
762,166,Vada Pav,Main Course,40.83,True
763,166,Samosa,Starters,26.12,True
764,166,Jalebi,Desserts,62.58,True
765,167,Garlic Bread,Starters,180.0,True
766,167,Lemonade,Beverages,92.27,True
767,167,Tiramisu,Desserts,170.04,True
768,167,Margherita Pizza,Main Course,333.14,True
769,167,Pasta Arrabiata,Main Course,264.24,True
770,168,Fish & Chips,Main Course,332.82,False
771,168,Mushroom Soup,Soups,167.44,True
772,168,Grilled Sandwich,Main Course,177.07,True
773,168,Caesar Salad,Starters,196.81,True
774,168,Iced Tea,Beverages,100.58,True
775,169,Smoothie Bowl,Beverages,290.38,True
776,169,Oats Bowl,Main Course,159.23,True
777,169,Protein Shake,Beverages,179.75,True
778,169,Hummus Wrap,Main Course,222.02,True
779,170,Sweet Corn Soup,Soups,108.26,True
780,170,Spring Rolls,Starters,172.06,True
781,170,Hakka Noodles,Main Course,161.67,True
782,170,Chilli Chicken,Starters,260.31,False
783,171,Caesar Salad,Starters,269.88,True
784,171,Fish & Chips,Main Course,384.16,False
785,171,Grilled Sandwich,Main Course,174.71,True
786,171,Pancakes,Desserts,207.94,True
787,172,Gulab Jamun,Desserts,74.13,True
788,172,Dal Makhani,Main Course,235.44,True
789,172,Butter Chicken,Main Course,304.32,False
790,172,Naan,Breads,54.04,True
791,173,Smoothie Bowl,Beverages,260.78,True
792,173,Hummus Wrap,Main Course,211.9,True
793,173,Grilled Chicken Salad,Main Course,344.67,False
794,173,Quinoa Bowl,Main Course,373.23,True
795,173,Protein Shake,Beverages,165.02,True
796,174,Rasam,Soups,81.74,True
797,174,Idli Sambar,Main Course,90.2,True
798,174,Vada,Starters,68.78,True
799,174,Masala Dosa,Main Course,121.08,True
800,174,Filter Coffee,Beverages,56.19,True
801,175,Idli Sambar,Main Course,86.0,True
802,175,Filter Coffee,Beverages,50.3,True
803,175,Uttapam,Main Course,120.22,True
804,176,Quinoa Bowl,Main Course,299.88,True
805,176,Grilled Chicken Salad,Main Course,316.03,False
806,176,Oats Bowl,Main Course,180.25,True
807,176,Smoothie Bowl,Beverages,291.56,True
808,177,Uttapam,Main Course,124.66,True
809,177,Rasam,Soups,74.96,True
810,177,Vada,Starters,55.11,True
811,177,Idli Sambar,Main Course,69.46,True
812,177,Masala Dosa,Main Course,113.43,True
813,177,Filter Coffee,Beverages,43.28,True
814,178,Cheesecake,Desserts,276.74,True
815,178,Ice Cream Sundae,Desserts,189.92,True
816,178,Waffle,Desserts,259.46,True
817,178,Chocolate Brownie,Desserts,191.49,True
818,179,Jalebi,Desserts,68.59,True
819,179,Vada Pav,Main Course,49.14,True
820,179,Chole Bhature,Main Course,144.43,True
821,180,Lemonade,Beverages,97.99,True
822,180,Pasta Arrabiata,Main Course,235.68,True
823,180,Tiramisu,Desserts,235.27,True
824,180,Garlic Bread,Starters,175.76,True
825,180,Bruschetta,Starters,168.79,True
826,181,Quinoa Bowl,Main Course,364.49,True
827,181,Smoothie Bowl,Beverages,281.31,True
828,181,Grilled Chicken Salad,Main Course,343.91,False
829,181,Protein Shake,Beverages,171.53,True
830,181,Hummus Wrap,Main Course,220.1,True
831,182,Hummus Wrap,Main Course,186.31,True
832,182,Quinoa Bowl,Main Course,352.61,True
833,182,Smoothie Bowl,Beverages,298.32,True
834,182,Protein Shake,Beverages,181.47,True
835,183,Dal Makhani,Main Course,230.64,True
836,183,Naan,Breads,46.52,True
837,183,Paneer Tikka,Starters,294.06,True
838,183,Butter Chicken,Main Course,294.54,False
839,183,Lassi,Beverages,97.01,True
840,183,Gulab Jamun,Desserts,98.19,True
841,184,Lassi,Beverages,82.37,True
842,184,Paneer Tikka,Starters,230.27,True
843,184,Butter Chicken,Main Course,322.46,False
844,184,Dal Makhani,Main Course,240.49,True
845,185,Quinoa Bowl,Main Course,303.39,True
846,185,Grilled Chicken Salad,Main Course,339.82,False
847,185,Hummus Wrap,Main Course,247.63,True
848,186,Oats Bowl,Main Course,171.11,True
849,186,Protein Shake,Beverages,211.18,True
850,186,Quinoa Bowl,Main Course,349.22,True
851,187,Hummus Wrap,Main Course,189.87,True
852,187,Grilled Chicken Salad,Main Course,247.36,False
853,187,Protein Shake,Beverages,163.27,True
854,187,Oats Bowl,Main Course,165.14,True
855,187,Smoothie Bowl,Beverages,213.85,True
856,187,Quinoa Bowl,Main Course,395.69,True
857,188,Bruschetta,Starters,167.57,True
858,188,Garlic Bread,Starters,155.28,True
859,188,Margherita Pizza,Main Course,321.47,True
860,189,Manchurian,Starters,174.47,True
861,189,Fried Rice,Main Course,191.56,True
862,189,Sweet Corn Soup,Soups,132.12,True
863,189,Chilli Chicken,Starters,215.82,False
864,189,Hakka Noodles,Main Course,212.39,True
865,189,Spring Rolls,Starters,133.67,True
866,190,Grilled Chicken Salad,Main Course,340.16,False
867,190,Protein Shake,Beverages,154.73,True
868,190,Hummus Wrap,Main Course,204.17,True
869,190,Oats Bowl,Main Course,136.34,True
870,190,Smoothie Bowl,Beverages,278.04,True
871,191,Lemonade,Beverages,91.78,True
872,191,Tiramisu,Desserts,178.81,True
873,191,Margherita Pizza,Main Course,266.32,True
874,191,Pasta Arrabiata,Main Course,332.73,True
875,192,Hyderabadi Chicken Biryani,Main Course,341.41,False
876,192,Double Ka Meetha,Desserts,146.15,True
877,192,Raita,Sides,60.41,True
878,192,Kebab Platter,Starters,327.54,False
879,192,Veg Biryani,Main Course,202.67,True
880,193,Uttapam,Main Course,120.99,True
881,193,Idli Sambar,Main Course,77.18,True
882,193,Filter Coffee,Beverages,60.01,True
883,193,Masala Dosa,Main Course,115.01,True
884,193,Rasam,Soups,73.48,True
885,194,Mushroom Soup,Soups,156.5,True
886,194,Grilled Sandwich,Main Course,181.12,True
887,194,Pancakes,Desserts,227.71,True
888,194,Fish & Chips,Main Course,407.48,False
889,194,Iced Tea,Beverages,93.72,True
890,195,Grilled Sandwich,Main Course,222.09,True
891,195,Pancakes,Desserts,192.28,True
892,195,Fish & Chips,Main Course,310.16,False
893,196,Caesar Salad,Starters,230.49,True
894,196,Fish & Chips,Main Course,364.88,False
895,196,Mushroom Soup,Soups,198.26,True
896,196,Iced Tea,Beverages,98.16,True
897,197,Pani Puri,Starters,63.93,True
898,197,Jalebi,Desserts,73.29,True
899,197,Samosa,Starters,31.93,True
900,197,Chole Bhature,Main Course,113.05,True
901,197,Vada Pav,Main Course,35.34,True
902,198,Uttapam,Main Course,109.42,True
903,198,Rasam,Soups,65.19,True
904,198,Idli Sambar,Main Course,95.22,True
905,198,Vada,Starters,59.7,True
906,198,Masala Dosa,Main Course,124.75,True
907,198,Filter Coffee,Beverages,45.17,True
908,199,Classic Burger,Main Course,178.43,False
909,199,Chicken Wings,Starters,263.28,False
910,199,Veggie Wrap,Main Course,164.86,True
911,200,Samosa,Starters,35.43,True
912,200,Pani Puri,Starters,52.34,True
913,200,Jalebi,Desserts,63.36,True
914,200,Pav Bhaji,Main Course,123.48,True
915,200,Vada Pav,Main Course,45.26,True
