order_id,user_id,restaurant_id,order_date,order_amount,discount,final_amount,status,rating
1064,294,123,2025-07-23 21:18:22,747.67,74.77,672.9,Delivered,4
1065,167,74,2025-06-15 13:20:02,678.86,0,678.86,Delivered,4
1066,210,70,2025-07-16 21:15:34,326.24,0,326.24,Delivered,
1067,329,149,2025-05-03 10:16:50,172.84,8.64,164.2,Delivered,2
1068,949,140,2025-05-19 11:26:10,1068.27,0,1068.27,Delivered,4
1069,88,83,2025-08-31 11:58:52,853.7,0,853.7,Delivered,3
1070,743,42,2025-09-20 19:10:24,349.31,52.4,296.91,Delivered,3
1071,35,11,2025-12-19 12:32:31,457.17,45.72,411.45,Delivered,5
1072,585,28,2025-08-02 22:21:56,538.38,0,538.38,Delivered,2
1073,514,78,2025-05-01 11:33:07,403.47,0,403.47,Delivered,5
1074,287,45,2025-03-31 17:48:05,805.78,0,805.78,Delivered,5
1075,895,135,2025-07-22 12:06:13,507.2,0,507.2,Delivered,5
1076,651,183,2025-11-03 22:57:04,681.16,102.17,578.99,Delivered,4
1077,996,56,2025-06-29 17:09:03,620.08,0,620.08,Delivered,
1078,402,3,2025-10-20 12:26:47,116.65,0,116.65,Delivered,5
1079,572,167,2025-06-20 11:41:41,350.04,0,350.04,Delivered,4
1080,557,156,2025-07-24 20:12:08,781.25,0,781.25,Delivered,5
1081,343,54,2025-08-17 11:40:14,155.36,31.07,124.29,Delivered,4
1082,284,26,2025-12-19 22:23:18,318.78,0,318.78,Delivered,
1083,875,34,2025-03-14 12:38:17,136.24,0,136.24,Delivered,
1084,526,49,2025-09-22 14:55:09,1406.28,0,1406.28,Delivered,
1085,848,80,2025-02-06 12:11:32,661.85,66.19,595.66,Delivered,
1086,21,159,2025-09-30 16:28:40,86.37,0,86.37,Cancelled,
1087,657,7,2025-03-08 16:27:56,98.63,0,98.63,Delivered,5
1088,778,40,2025-04-05 12:20:18,239.55,35.93,203.62,Delivered,5
1089,862,2,2025-07-27 00:23:06,741.13,0,741.13,Delivered,4
1090,955,151,2025-12-21 10:54:10,894.96,0,894.96,Cancelled,
1091,707,144,2025-10-04 15:25:11,53.35,0,53.35,Delivered,3
1092,616,76,2025-07-10 16:06:43,342.23,51.33,290.9,Cancelled,
1093,821,189,2025-08-22 12:07:54,174.47,0,174.47,Delivered,
1094,486,90,2025-10-19 20:51:39,46.45,0,46.45,Delivered,5
1095,71,129,2025-08-03 22:07:55,286.83,0,286.83,Delivered,
1096,318,167,2025-11-29 19:40:44,696.59,0,696.59,Cancelled,
1097,435,194,2025-09-15 17:08:15,612.46,0,612.46,Delivered,
1098,767,60,2025-07-26 19:50:47,472.28,0,472.28,Delivered,
1099,461,181,2025-08-09 22:21:40,845.32,0,845.32,Delivered,
1100,141,103,2025-03-20 19:23:10,484.69,0,484.69,Cancelled,
1101,460,67,2025-11-05 20:10:43,875.3,0,875.3,Cancelled,
1102,238,163,2025-10-21 12:51:22,233.3,0,233.3,Delivered,4
1103,240,65,2025-12-19 20:47:50,801.54,120.23,681.31,Delivered,
1104,967,124,2025-11-27 11:02:12,643.17,96.48,546.69,Delivered,2
1105,465,59,2025-07-25 18:39:06,446.31,89.26,357.05,Delivered,5
1106,761,26,2025-03-05 10:54:15,234.5,0,234.5,Delivered,5
1107,375,36,2025-11-25 13:45:02,66.64,0,66.64,Delivered,
1108,818,195,2025-01-29 22:30:34,812.6,0,812.6,Delivered,5
1109,884,199,2025-08-19 13:42:43,704.99,0,704.99,Delivered,4
1110,284,68,2025-02-05 14:46:37,227.15,0,227.15,Delivered,4
1111,474,93,2025-10-15 21:48:09,937.68,93.77,843.91,Delivered,5
1112,51,106,2025-06-20 19:01:08,232.77,0,232.77,Delivered,
1113,366,12,2025-04-22 13:47:41,329.09,0,329.09,Cancelled,
1114,439,155,2025-07-03 19:39:14,274.05,0,274.05,Delivered,4
1115,888,122,2025-11-16 20:53:24,456.26,0,456.26,Delivered,5
1116,927,67,2025-03-09 11:52:35,170.6,0,170.6,Delivered,3
1117,33,118,2025-12-15 12:10:44,179.49,0,179.49,Delivered,3
1118,634,167,2025-11-22 18:19:29,884.99,0,884.99,Delivered,
1119,906,44,2025-12-04 23:15:22,433.8,0,433.8,Delivered,5
1120,350,176,2025-08-14 08:00:44,856.78,0,856.78,Delivered,
1121,58,83,2025-09-01 10:03:07,793.25,0,793.25,Delivered,5
1122,986,92,2025-02-13 16:20:08,450.41,0,450.41,Delivered,5
1123,1,12,2025-08-30 11:29:18,240.04,0,240.04,Delivered,5
1124,684,152,2025-02-13 12:47:03,543.78,0,543.78,Cancelled,
1125,440,150,2025-11-14 11:04:33,771.36,0,771.36,Delivered,
1126,604,113,2025-09-10 13:39:07,1502.69,0,1502.69,Delivered,2
1127,657,49,2025-08-17 16:28:48,555.83,0,555.83,Delivered,4
1128,868,102,2025-12-06 21:02:26,296.47,0,296.47,Delivered,5
1129,246,16,2025-03-27 13:59:16,822.8,164.56,658.24,Delivered,4
1130,964,67,2025-10-22 21:44:47,211.24,21.12,190.12,Delivered,
1131,33,107,2025-09-20 13:18:53,671.55,0,671.55,Delivered,
1132,720,174,2025-04-17 20:27:44,262.14,0,262.14,Delivered,3
1133,554,173,2025-02-28 12:22:37,538.25,0,538.25,Delivered,
1134,39,42,2025-05-20 21:21:40,273.27,0,273.27,Delivered,
1135,409,166,2025-06-02 21:26:50,125.16,25.03,100.13,Delivered,1
1136,422,1,2025-05-23 09:31:36,98.16,0,98.16,Delivered,4
1137,689,131,2025-04-14 21:53:18,1449.28,0,1449.28,Delivered,4
1138,334,80,2025-04-06 10:07:38,110.33,0,110.33,Delivered,4
1139,202,163,2025-12-06 21:05:01,288.51,0,288.51,Delivered,5
1140,765,100,2025-08-21 08:35:04,329.94,0,329.94,Delivered,4
1141,88,167,2025-06-08 14:29:33,666.28,0,666.28,Delivered,
1142,39,83,2025-06-14 16:18:23,636.9,0,636.9,Delivered,2
1143,536,154,2025-05-04 13:02:24,300.82,0,300.82,Delivered,5
1144,772,92,2025-03-12 13:14:47,109.48,0,109.48,Delivered,2
1145,81,86,2025-10-18 12:42:14,525.19,0,525.19,Cancelled,
1146,475,83,2025-03-10 13:32:31,372.18,0,372.18,Delivered,
1147,952,153,2025-07-14 16:40:18,421.16,0,421.16,Delivered,
1148,517,167,2025-05-09 14:29:11,448.78,0,448.78,Delivered,5
1149,399,121,2025-11-21 13:07:52,431.56,0,431.56,Delivered,4
1150,985,159,2025-09-11 18:48:22,337.95,0,337.95,Delivered,
1151,110,138,2025-11-23 17:44:20,172.94,25.94,147.0,Delivered,3
1152,777,148,2025-06-17 07:50:43,230.81,0,230.81,Delivered,3
1153,287,179,2025-10-05 08:20:00,117.73,0,117.73,Delivered,4
1154,494,199,2025-10-27 22:17:20,606.57,0,606.57,Delivered,5
1155,689,80,2025-03-16 15:48:09,205.81,0,205.81,Delivered,4
1156,934,35,2025-08-25 14:47:32,513.92,51.39,462.53,Delivered,3
1157,88,67,2025-04-24 12:10:38,683.15,0,683.15,Delivered,
1158,98,148,2025-05-01 23:23:23,735.41,0,735.41,Delivered,
1159,158,165,2025-12-01 18:50:24,890.51,178.1,712.41,Delivered,3
1160,147,161,2025-07-23 12:12:45,799.78,0,799.78,Delivered,
1161,167,183,2025-07-10 07:56:19,1114.26,0,1114.26,Delivered,4
1162,147,121,2025-08-25 07:49:10,157.2,23.58,133.62,Delivered,5
1163,727,127,2025-03-03 12:56:59,1533.25,0,1533.25,Delivered,5
1164,772,170,2025-06-20 14:58:15,863.97,0,863.97,Delivered,
1165,614,143,2025-04-12 19:29:56,286.73,0,286.73,Delivered,5
1166,569,32,2025-03-04 18:35:15,1188.64,178.3,1010.34,Delivered,5
1167,21,124,2025-08-10 19:32:06,538.68,0,538.68,Delivered,
1168,416,34,2025-08-25 13:02:53,188.08,0,188.08,Cancelled,
1169,4,148,2025-11-21 11:15:40,636.26,127.25,509.01,Delivered,5
1170,727,76,2025-09-07 18:55:18,941.91,0,941.91,Delivered,2
1171,231,102,2025-08-09 13:09:10,322.26,0,322.26,Delivered,
1172,247,58,2025-11-06 21:16:39,647.73,0,647.73,Delivered,2
1173,860,198,2025-05-07 07:49:22,95.22,0,95.22,Delivered,5
1174,532,8,2025-02-16 11:44:36,703.58,70.36,633.22,Delivered,4
1175,198,18,2025-08-12 18:10:38,499.83,0,499.83,Delivered,5
1176,761,110,2025-11-22 13:39:29,462.92,0,462.92,Delivered,
1177,236,105,2025-09-19 10:30:40,665.51,0,665.51,Cancelled,
1178,125,82,2025-01-17 08:15:59,728.72,0,728.72,Cancelled,
1179,605,37,2025-04-02 11:27:36,58.41,0,58.41,Delivered,5
1180,142,21,2025-12-02 21:33:47,478.23,47.82,430.41,Delivered,
1181,99,100,2025-11-15 13:33:07,768.09,0,768.09,Delivered,5
1182,797,132,2025-04-17 21:19:39,332.13,0,332.13,Delivered,1
1183,528,113,2025-10-22 08:15:34,478.95,47.9,431.05,Delivered,4
1184,303,8,2025-02-13 21:06:54,194.45,0,194.45,Delivered,5
1185,218,4,2025-07-04 09:55:47,904.28,45.21,859.07,Delivered,4
1186,249,72,2025-02-09 14:13:48,2046.25,0,2046.25,Delivered,2
1187,584,68,2025-11-21 17:50:28,1535.99,0,1535.99,Delivered,
1188,898,173,2025-06-23 12:42:20,634.01,31.7,602.31,Delivered,4
1189,646,134,2025-01-03 19:09:35,495.19,0,495.19,Delivered,
1190,542,77,2025-05-01 19:08:05,511.61,76.74,434.87,Delivered,
1191,590,180,2025-07-25 11:25:33,175.76,17.58,158.18,Delivered,4
1192,582,197,2025-10-11 19:09:26,113.05,0,113.05,Delivered,5
1193,610,27,2025-03-22 13:57:52,294.79,0,294.79,Delivered,5
1194,506,113,2025-04-04 11:54:22,1059.12,0,1059.12,Delivered,5
1195,881,67,2025-05-31 12:40:00,392.99,0,392.99,Delivered,4
1196,381,183,2025-09-21 18:21:46,588.6,0,588.6,Delivered,4
1197,845,12,2025-08-26 20:30:29,271.84,27.18,244.66,Delivered,5
1198,21,91,2025-02-16 12:06:31,785.51,0,785.51,Delivered,1
1199,349,199,2025-11-01 13:48:56,508.15,0,508.15,Delivered,4
1200,840,67,2025-08-13 13:02:27,211.24,0,211.24,Delivered,5
1201,978,39,2025-10-13 17:36:33,221.59,0,221.59,Delivered,
1202,597,147,2025-12-02 21:23:44,168.7,8.44,160.26,Delivered,5
1203,149,188,2025-08-06 19:27:57,642.94,0,642.94,Delivered,4
1204,480,155,2025-04-28 12:02:43,300.91,0,300.91,Delivered,1
1205,722,134,2025-05-28 00:31:18,814.41,0,814.41,Delivered,
1206,354,5,2025-11-13 11:15:38,1043.93,52.2,991.73,Cancelled,
1207,645,56,2025-06-09 12:51:44,360.39,0,360.39,Delivered,4
1208,751,127,2025-01-20 19:17:03,1016.53,0,1016.53,Delivered,5
1209,937,200,2025-05-29 14:15:59,70.86,0,70.86,Delivered,
1210,668,157,2025-06-17 11:54:07,212.91,10.65,202.26,Delivered,3
1211,239,51,2025-06-25 19:45:56,777.58,0,777.58,Delivered,5
1212,389,58,2025-03-08 20:48:55,398.24,39.82,358.42,Delivered,4
1213,498,165,2025-06-28 21:57:46,419.79,20.99,398.8,Delivered,3
1214,344,116,2025-02-14 19:15:55,657.4,0,657.4,Delivered,4
1215,926,187,2025-07-31 22:09:21,493.55,0,493.55,Delivered,5
1216,853,102,2025-04-14 20:02:33,41.78,8.36,33.42,Delivered,4
1217,637,185,2025-02-12 13:29:31,927.27,0,927.27,Delivered,1
1218,93,104,2025-03-05 12:48:42,374.62,0,374.62,Delivered,
1219,829,171,2025-07-18 11:59:07,908.29,0,908.29,Delivered,5
1220,143,134,2025-06-26 12:33:07,754.08,0,754.08,Delivered,2
1221,408,193,2025-06-14 12:15:24,241.01,0,241.01,Cancelled,
1222,305,110,2025-01-05 16:31:00,328.53,49.28,279.25,Delivered,2
1223,749,74,2025-01-23 21:40:00,425.16,0,425.16,Delivered,
1224,92,22,2025-04-24 06:51:08,608.06,0,608.06,Delivered,4
1225,918,199,2025-06-09 20:34:09,1284.42,0,1284.42,Delivered,
1226,300,81,2025-12-13 09:09:38,219.91,0,219.91,Delivered,
1227,313,55,2025-06-10 19:20:52,1334.26,0,1334.26,Cancelled,
1228,377,95,2025-06-08 22:58:05,896.98,0,896.98,Delivered,4
1229,400,59,2025-01-30 11:39:08,256.17,0,256.17,Delivered,4
1230,937,32,2025-09-05 13:15:05,751.6,150.32,601.28,Delivered,
1231,663,14,2025-09-26 19:12:35,166.57,33.31,133.26,Delivered,5
1232,497,18,2025-05-04 21:50:55,836.15,83.62,752.53,Delivered,
1233,300,192,2025-04-28 20:26:06,1288.79,0,1288.79,Delivered,5
1234,964,18,2025-12-30 09:44:57,675.99,0,675.99,Delivered,4
1235,63,59,2025-03-23 22:04:42,403.57,80.71,322.86,Delivered,
1236,202,107,2025-05-22 19:55:10,722.25,0,722.25,Delivered,2
1237,478,166,2025-02-01 20:36:19,196.71,0,196.71,Delivered,3
1238,63,26,2025-05-22 14:22:32,1144.05,0,1144.05,Delivered,5
1239,743,26,2025-10-18 12:51:59,379.96,56.99,322.97,Delivered,5
1240,983,199,2025-11-07 19:47:49,771.43,0,771.43,Delivered,
1241,127,47,2025-10-16 22:42:30,337.32,0,337.32,Delivered,5
1242,30,123,2025-09-10 07:28:31,235.2,0,235.2,Delivered,
1243,89,15,2025-04-13 20:24:55,165.11,16.51,148.6,Delivered,4
1244,2,164,2025-04-28 18:05:30,996.76,0,996.76,Delivered,
1245,237,168,2025-04-14 12:52:59,332.82,0,332.82,Delivered,4
1246,744,181,2025-09-15 17:36:37,1160.39,0,1160.39,Delivered,
1247,668,129,2025-09-22 12:53:02,252.3,12.62,239.68,Delivered,
1248,749,59,2025-11-19 19:15:05,403.57,0,403.57,Delivered,
1249,552,53,2025-10-22 15:45:40,380.7,0,380.7,Delivered,
1250,79,25,2025-07-20 18:51:57,135.21,13.52,121.69,Delivered,5
1251,523,161,2025-12-14 23:14:44,347.36,52.1,295.26,Delivered,
1252,589,186,2025-12-30 17:55:56,731.51,73.15,658.36,Delivered,
1253,4,43,2025-06-28 17:14:50,323.1,0,323.1,Delivered,4
1254,805,197,2025-10-10 10:05:31,137.22,0,137.22,Delivered,4
1255,191,30,2025-07-13 15:56:37,377.17,0,377.17,Delivered,4
1256,237,138,2025-02-18 12:15:24,122.96,0,122.96,Delivered,5
1257,942,155,2025-01-25 20:05:45,272.58,0,272.58,Delivered,4
1258,633,27,2025-12-05 20:03:45,738.65,0,738.65,Delivered,
1259,463,123,2025-08-23 12:52:46,235.2,0,235.2,Delivered,
1260,294,11,2025-07-31 12:48:29,464.86,0,464.86,Delivered,4
1261,349,172,2025-09-26 20:11:16,1075.08,215.02,860.06,Delivered,
1262,317,60,2025-08-29 20:23:55,108.16,0,108.16,Delivered,
1263,704,79,2025-12-26 10:06:58,184.76,9.24,175.52,Cancelled,
1264,254,163,2025-10-04 11:18:56,165.93,0,165.93,Delivered,1
1265,301,117,2025-11-10 12:19:49,736.08,0,736.08,Delivered,5
1266,764,138,2025-05-29 13:05:48,228.31,0,228.31,Delivered,4
1267,842,112,2025-08-13 16:26:51,986.56,0,986.56,Delivered,3
1268,738,73,2025-09-21 12:31:11,453.46,0,453.46,Delivered,5
1269,82,93,2025-05-11 19:44:18,1268.75,253.75,1015.0,Delivered,5
1270,4,172,2025-06-19 18:31:09,54.04,0,54.04,Delivered,5
1271,724,182,2025-08-13 19:35:35,367.78,0,367.78,Delivered,5
1272,253,4,2025-08-02 18:09:28,130.12,0,130.12,Delivered,
1273,867,190,2025-12-16 11:58:08,358.9,0,358.9,Delivered,2
1274,20,59,2025-12-05 07:59:07,1107.23,0,1107.23,Delivered,
1275,552,53,2025-07-02 19:18:04,763.23,0,763.23,Delivered,5
1276,998,98,2025-07-21 20:01:44,887.89,0,887.89,Delivered,
1277,120,9,2025-04-29 12:52:26,936.59,93.66,842.93,Cancelled,
1278,749,167,2025-04-29 19:32:34,614.28,0,614.28,Delivered,
1279,86,197,2025-07-30 12:51:39,195.13,0,195.13,Cancelled,
1280,309,2,2025-06-11 17:17:35,644.15,96.62,547.53,Delivered,3
1281,845,5,2025-01-16 19:17:48,205.41,0,205.41,Delivered,4
1282,420,59,2025-10-01 19:46:43,864.76,172.95,691.81,Cancelled,
1283,138,49,2025-12-22 19:25:24,211.65,31.75,179.9,Delivered,3
1284,672,81,2025-08-03 12:24:44,580.4,0,580.4,Delivered,2
1285,464,160,2025-05-18 18:42:23,897.25,0,897.25,Delivered,
1286,795,169,2025-05-02 19:34:07,290.38,58.08,232.3,Delivered,4
1287,750,7,2025-10-12 14:10:58,365.19,18.26,346.93,Delivered,
1288,496,178,2025-05-22 20:40:48,381.41,0,381.41,Delivered,5
1289,58,178,2025-08-06 18:58:40,189.92,9.5,180.42,Delivered,4
1290,97,73,2025-10-05 20:55:51,613.36,0,613.36,Delivered,
1291,556,167,2025-09-23 18:19:46,170.04,0,170.04,Cancelled,
1292,445,80,2025-02-01 11:07:31,611.66,0,611.66,Delivered,
1293,840,67,2025-06-06 00:04:57,451.59,0,451.59,Delivered,4
1294,503,29,2025-05-05 16:27:18,242.12,0,242.12,Delivered,
1295,580,83,2025-02-28 21:22:38,216.8,0,216.8,Delivered,
1296,936,178,2025-05-05 21:38:00,1055.12,0,1055.12,Delivered,5
1297,297,122,2025-07-25 20:04:25,660.9,0,660.9,Delivered,3
1298,135,193,2025-01-01 10:56:25,521.57,0,521.57,Delivered,
1299,548,148,2025-06-23 11:42:29,235.42,47.08,188.34,Delivered,4
1300,487,66,2025-05-20 10:34:01,164.98,0,164.98,Cancelled,
1301,663,157,2025-11-14 13:46:50,1258.65,62.93,1195.72,Delivered,5
1302,966,68,2025-04-11 12:48:29,1140.07,228.01,912.06,Delivered,3
1303,646,83,2025-10-11 12:28:04,375.03,0,375.03,Delivered,
1304,344,146,2025-02-26 10:28:47,264.24,0,264.24,Delivered,5
1305,787,58,2025-02-17 20:36:47,363.24,0,363.24,Cancelled,
1306,927,74,2025-12-09 18:27:34,397.75,0,397.75,Delivered,2
1307,64,90,2025-11-18 12:58:06,280.94,0,280.94,Delivered,1
1308,243,51,2025-07-23 19:05:37,193.04,0,193.04,Delivered,5
1309,486,13,2025-02-24 16:49:19,553.42,0,553.42,Delivered,5
1310,922,80,2025-01-30 16:31:01,885.97,0,885.97,Cancelled,
1311,14,94,2025-08-06 12:54:58,1017.07,0,1017.07,Delivered,
1312,87,194,2025-09-18 12:41:40,650.62,0,650.62,Delivered,
1313,137,192,2025-12-06 17:37:24,836.38,0,836.38,Delivered,5
1314,136,47,2025-07-05 19:52:39,121.96,0,121.96,Delivered,5
1315,916,61,2025-07-19 12:49:35,188.04,0,188.04,Delivered,3
1316,868,90,2025-03-08 20:37:36,671.79,0,671.79,Cancelled,
1317,84,82,2025-07-31 21:35:41,248.51,0,248.51,Delivered,5
1318,876,10,2025-09-23 13:58:57,229.14,22.91,206.23,Delivered,4
1319,354,139,2025-11-10 11:08:29,652.02,0,652.02,Delivered,4
1320,109,105,2025-11-10 19:06:44,562.92,0,562.92,Delivered,
1321,15,150,2025-09-12 19:56:13,857.76,171.55,686.21,Delivered,
1322,61,191,2025-04-22 22:46:55,624.42,0,624.42,Delivered,
1323,738,174,2025-09-04 18:30:59,219.67,21.97,197.7,Cancelled,
1324,839,87,2025-07-21 20:38:58,398.51,0,398.51,Delivered,3
1325,937,32,2025-03-10 10:36:00,1116.02,55.8,1060.22,Cancelled,
1326,83,48,2025-09-27 14:15:02,196.17,0,196.17,Cancelled,
1327,754,125,2025-10-05 21:24:16,855.52,0,855.52,Cancelled,
1328,777,85,2025-10-15 08:17:13,834.44,0,834.44,Delivered,2
1329,422,75,2025-09-26 16:29:05,320.34,32.03,288.31,Delivered,4
1330,100,137,2025-09-09 11:57:19,139.57,0,139.57,Delivered,4
1331,766,64,2025-12-23 12:51:18,1036.73,0,1036.73,Delivered,5
1332,381,100,2025-10-18 13:06:03,197.55,0,197.55,Delivered,5
1333,681,107,2025-01-08 00:36:50,620.62,0,620.62,Delivered,
1334,642,179,2025-06-02 11:47:49,205.77,0,205.77,Delivered,4
1335,217,96,2025-08-10 13:52:05,113.63,0,113.63,Delivered,5
1336,59,85,2025-12-29 18:33:30,393.21,0,393.21,Delivered,
1337,576,144,2025-07-19 13:21:25,268.1,0,268.1,Delivered,5
1338,801,27,2025-06-18 13:35:37,72.12,0,72.12,Delivered,
1339,722,110,2025-05-23 19:00:59,660.39,0,660.39,Delivered,4
1340,927,26,2025-12-15 11:22:35,998.0,0,998.0,Delivered,5
1341,366,139,2025-03-16 20:18:02,855.41,0,855.41,Delivered,
1342,337,143,2025-12-08 21:06:52,995.33,0,995.33,Delivered,3
1343,363,169,2025-08-29 12:13:40,449.61,0,449.61,Delivered,5
1344,641,155,2025-05-07 20:53:48,560.52,28.03,532.49,Delivered,4
1345,675,9,2025-09-27 11:40:53,300.84,0,300.84,Delivered,5
1346,340,190,2025-05-18 12:54:29,272.68,0,272.68,Delivered,5
1347,787,63,2025-03-15 21:46:34,271.66,54.33,217.33,Delivered,3
1348,331,23,2025-08-21 21:29:37,1656.49,248.47,1408.02,Delivered,2
1349,312,37,2025-10-07 12:26:09,156.62,0,156.62,Delivered,2
1350,772,92,2025-09-09 12:01:58,389.71,77.94,311.77,Delivered,4
1351,596,15,2025-08-30 11:01:07,165.11,0,165.11,Delivered,3
1352,389,101,2025-09-02 17:21:35,104.3,0,104.3,Delivered,5
1353,535,150,2025-06-02 22:38:49,444.7,0,444.7,Delivered,
1354,99,164,2025-12-20 22:13:02,773.2,0,773.2,Delivered,4
1355,484,123,2025-08-22 13:10:45,1276.65,0,1276.65,Delivered,4
1356,33,130,2025-04-30 12:10:29,620.07,0,620.07,Delivered,4
1357,278,82,2025-05-29 10:52:55,925.2,92.52,832.68,Delivered,
1358,868,90,2025-07-08 22:18:05,139.35,0,139.35,Cancelled,
1359,141,39,2025-04-26 13:38:30,276.09,0,276.09,Delivered,
1360,435,173,2025-11-25 19:46:03,538.25,0,538.25,Delivered,4
1361,420,34,2025-10-04 22:43:08,249.31,24.93,224.38,Delivered,4
1362,282,18,2025-06-29 15:29:12,273.21,0,273.21,Cancelled,
1363,420,67,2025-08-22 09:09:23,1369.41,0,1369.41,Delivered,
1364,312,186,2025-05-30 16:55:28,1047.66,209.53,838.13,Delivered,5
1365,764,198,2025-06-10 13:33:44,304.99,0,304.99,Delivered,5
1366,75,186,2025-04-06 12:27:21,942.69,141.4,801.29,Cancelled,
1367,928,196,2025-03-05 14:24:53,492.74,0,492.74,Delivered,
1368,4,177,2025-11-24 15:05:23,259.91,0,259.91,Cancelled,
1369,528,30,2025-11-26 21:40:54,456.29,0,456.29,Delivered,2
1370,773,178,2025-06-05 12:06:42,191.49,0,191.49,Delivered,5
1371,414,59,2025-11-28 06:21:34,593.71,0,593.71,Cancelled,
1372,567,71,2025-11-17 07:23:14,197.86,39.57,158.29,Delivered,
1373,640,93,2025-10-15 13:55:12,180.39,0,180.39,Delivered,4
1374,237,146,2025-07-25 19:01:17,418.02,20.9,397.12,Delivered,
1375,833,61,2025-06-04 19:22:22,188.04,0,188.04,Delivered,4
1376,907,16,2025-08-19 11:38:55,586.78,29.34,557.44,Delivered,4
1377,139,65,2025-07-23 10:21:13,238.78,0,238.78,Delivered,
1378,285,67,2025-07-06 17:21:06,287.32,0,287.32,Delivered,
1379,399,108,2025-03-30 22:55:55,285.41,42.81,242.6,Delivered,
1380,777,177,2025-12-31 19:24:21,55.11,0,55.11,Delivered,
1381,119,86,2025-11-19 20:56:12,702.7,0,702.7,Delivered,
1382,286,67,2025-05-19 20:07:25,517.7,77.66,440.04,Delivered,4
1383,235,33,2025-12-19 13:06:37,441.95,0,441.95,Delivered,4
1384,919,175,2025-01-07 11:58:08,86.0,12.9,73.1,Delivered,3
1385,449,103,2025-05-07 11:52:40,266.4,0,266.4,Delivered,
1386,437,48,2025-12-31 22:29:58,918.23,0,918.23,Delivered,5
1387,807,3,2025-12-27 11:01:37,233.3,11.67,221.63,Delivered,5
1388,313,48,2025-01-22 17:33:00,248.16,37.22,210.94,Delivered,3
1389,518,199,2025-03-03 11:44:08,164.86,0,164.86,Delivered,4
1390,331,44,2025-05-14 21:09:09,651.68,130.34,521.34,Delivered,4
1391,638,36,2025-06-09 17:00:09,214.48,0,214.48,Delivered,
1392,112,10,2025-09-29 07:31:31,432.22,0,432.22,Delivered,5
1393,859,81,2025-09-29 13:24:19,189.24,37.85,151.39,Cancelled,
1394,100,30,2025-11-03 15:13:46,764.15,0,764.15,Delivered,2
1395,612,170,2025-07-21 12:55:44,530.24,79.54,450.7,Delivered,5
1396,958,140,2025-05-12 10:21:12,789.46,0,789.46,Cancelled,
1397,756,138,2025-08-25 19:32:45,33.76,1.69,32.07,Delivered,5
1398,983,199,2025-08-20 20:24:17,428.14,0,428.14,Cancelled,
1399,33,163,2025-10-29 20:11:49,355.88,0,355.88,Delivered,
1400,97,142,2025-12-18 18:18:50,311.57,0,311.57,Delivered,
1401,411,87,2025-07-16 19:59:11,567.01,0,567.01,Delivered,4
1402,427,116,2025-08-03 21:56:02,852.42,0,852.42,Cancelled,
1403,6,132,2025-07-31 20:03:19,164.79,0,164.79,Delivered,3
1404,926,196,2025-07-12 23:26:15,793.63,0,793.63,Delivered,4
1405,310,29,2025-03-07 21:03:30,242.12,0,242.12,Delivered,5
1406,967,65,2025-12-18 09:07:33,165.37,16.54,148.83,Delivered,
1407,912,42,2025-08-16 21:42:25,273.27,0,273.27,Delivered,4
1408,735,4,2025-04-09 00:15:14,586.3,0,586.3,Delivered,3
1409,194,59,2025-02-16 18:01:05,285.21,0,285.21,Delivered,4
1410,646,164,2025-06-12 21:35:11,280.64,0,280.64,Delivered,5
1411,670,117,2025-12-05 20:32:17,1480.9,148.09,1332.81,Delivered,5
1412,397,180,2025-05-14 08:34:32,1384.03,0,1384.03,Delivered,4
1413,29,74,2025-11-27 09:29:07,589.63,117.93,471.7,Delivered,5
1414,404,192,2025-06-14 20:29:18,341.41,0,341.41,Cancelled,
1415,93,104,2025-06-15 21:04:59,318.34,63.67,254.67,Delivered,5
1416,336,99,2025-02-09 20:36:37,871.0,43.55,827.45,Cancelled,
1417,550,77,2025-05-18 06:27:24,359.24,0,359.24,Delivered,4
1418,482,165,2025-04-16 18:04:34,230.74,34.61,196.13,Delivered,5
1419,491,190,2025-12-12 07:15:39,1967.23,0,1967.23,Delivered,
1420,164,131,2025-09-17 10:08:42,424.41,0,424.41,Delivered,3
1421,154,187,2025-04-07 11:14:30,491.68,0,491.68,Delivered,
1422,888,60,2025-02-27 19:27:26,149.98,0,149.98,Delivered,2
1423,779,52,2025-11-25 21:04:46,129.43,0,129.43,Delivered,5
1424,497,164,2025-05-29 22:22:28,554.0,0,554.0,Delivered,5
1425,167,183,2025-12-13 11:36:53,782.14,0,782.14,Delivered,3
1426,772,153,2025-08-06 08:16:35,735.51,110.33,625.18,Cancelled,
1427,457,79,2025-03-05 22:11:56,265.18,0,265.18,Delivered,4
1428,177,164,2025-05-23 14:39:59,857.83,0,857.83,Delivered,4
1429,13,129,2025-04-30 12:57:51,367.66,36.77,330.89,Delivered,4
1430,532,38,2025-06-24 15:46:00,1047.59,0,1047.59,Delivered,5
1431,352,146,2025-12-15 08:57:53,637.62,0,637.62,Delivered,
1432,224,84,2025-12-05 20:09:13,230.58,46.12,184.46,Delivered,
1433,802,126,2025-03-12 21:51:04,231.94,0,231.94,Delivered,5
1434,927,59,2025-05-11 21:06:50,1363.4,0,1363.4,Delivered,
1435,427,76,2025-12-29 18:14:43,249.87,37.48,212.39,Delivered,
1436,934,135,2025-07-24 12:06:35,702.57,0,702.57,Delivered,
