order_item_id,order_id,item_id,quantity,item_price,subtotal
2737,1324,405,1,398.51,398.51
2738,1325,155,1,224.21,224.21
2739,1325,154,1,140.21,140.21
2740,1325,156,2,375.8,751.6
2741,1326,219,1,196.17,196.17
2742,1327,579,1,131.18,131.18
2743,1327,578,2,204.17,408.34
2744,1327,577,2,158.0,316.0
2745,1328,396,1,184.95,184.95
2746,1328,394,1,273.63,273.63
2747,1328,395,1,186.81,186.81
2748,1328,393,1,189.05,189.05
2749,1329,349,2,44.05,88.1
2750,1329,346,2,116.12,232.24
2751,1330,631,1,139.57,139.57
2752,1331,297,2,211.98,423.96
2753,1331,296,1,148.22,148.22
2754,1331,295,1,131.67,131.67
2755,1331,294,2,166.44,332.88
2756,1332,463,1,197.55,197.55
2757,1333,495,3,167.83,503.49
2758,1333,496,1,117.13,117.13
2759,1334,818,3,68.59,205.77
2760,1335,448,1,113.63,113.63
2761,1336,397,1,204.16,204.16
2762,1336,393,1,189.05,189.05
2763,1337,661,1,61.54,61.54
2764,1337,660,2,103.28,206.56
2765,1338,132,1,72.12,72.12
2766,1339,514,2,42.45,84.9
2767,1339,513,2,89.69,179.38
2768,1339,511,1,396.11,396.11
2769,1340,129,2,318.78,637.56
2770,1340,128,1,43.37,43.37
2771,1340,127,1,317.07,317.07
2772,1341,641,1,273.99,273.99
2773,1341,639,1,217.34,217.34
2774,1341,638,2,182.04,364.08
2775,1342,657,2,199.03,398.06
2776,1342,656,3,199.09,597.27
2777,1343,775,1,290.38,290.38
2778,1343,776,1,159.23,159.23
2779,1344,709,1,218.31,218.31
2780,1344,710,1,274.05,274.05
2781,1344,713,1,68.16,68.16
2782,1345,46,1,300.84,300.84
2783,1346,869,2,136.34,272.68
2784,1347,290,2,135.83,271.66
2785,1348,114,2,290.96,581.92
2786,1348,113,3,358.19,1074.57
2787,1349,179,1,54.23,54.23
2788,1349,178,1,102.39,102.39
2789,1350,423,1,328.13,328.13
2790,1350,426,1,61.58,61.58
2791,1351,72,1,165.11,165.11
2792,1352,468,1,46.38,46.38
2793,1352,471,1,57.92,57.92
2794,1353,687,1,214.33,214.33
2795,1353,688,1,230.37,230.37
2796,1354,753,1,330.03,330.03
2797,1354,755,1,162.53,162.53
2798,1354,754,2,140.32,280.64
2799,1355,572,3,218.69,656.07
2800,1355,570,2,310.29,620.58
2801,1356,599,1,287.03,287.03
2802,1356,600,2,166.52,333.04
2803,1357,377,3,308.4,925.2
2804,1358,416,3,46.45,139.35
2805,1359,185,1,99.42,99.42
2806,1359,186,2,54.5,109.0
2807,1359,184,1,67.67,67.67
2808,1360,794,1,373.23,373.23
2809,1360,795,1,165.02,165.02
2810,1361,167,1,54.36,54.36
2811,1361,162,1,126.83,126.83
2812,1361,166,1,68.12,68.12
2813,1362,86,1,273.21,273.21
2814,1363,312,3,181.75,545.25
2815,1363,311,2,306.46,612.92
2816,1363,308,1,211.24,211.24
2817,1364,850,3,349.22,1047.66
2818,1365,902,1,109.42,109.42
2819,1365,903,3,65.19,195.57
2820,1366,849,2,211.18,422.36
2821,1366,848,1,171.11,171.11
2822,1366,850,1,349.22,349.22
2823,1367,895,1,198.26,198.26
2824,1367,896,3,98.16,294.48
2825,1368,813,3,43.28,129.84
2826,1368,809,1,74.96,74.96
2827,1368,810,1,55.11,55.11
2828,1369,144,1,377.17,377.17
2829,1369,147,1,79.12,79.12
2830,1370,817,1,191.49,191.49
2831,1371,272,1,403.57,403.57
2832,1371,270,2,95.07,190.14
2833,1372,331,1,35.68,35.68
2834,1372,327,1,87.29,87.29
2835,1372,329,1,74.89,74.89
2836,1373,429,1,180.39,180.39
2837,1374,666,2,98.37,196.74
2838,1374,670,1,221.28,221.28
2839,1375,280,1,188.04,188.04
2840,1376,79,1,237.59,237.59
2841,1376,78,1,191.86,191.86
2842,1376,76,1,157.33,157.33
2843,1377,301,1,238.78,238.78
2844,1378,313,1,105.57,105.57
2845,1378,312,1,181.75,181.75
2846,1379,500,1,140.7,140.7
2847,1379,501,1,144.71,144.71
2848,1380,810,1,55.11,55.11
2849,1381,400,2,351.35,702.7
2850,1382,311,1,306.46,306.46
2851,1382,308,1,211.24,211.24
2852,1383,159,2,133.67,267.34
2853,1383,161,1,80.29,80.29
2854,1383,157,2,47.16,94.32
2855,1384,801,1,86.0,86.0
2856,1385,480,1,266.4,266.4
2857,1386,221,2,236.95,473.9
2858,1386,220,1,248.16,248.16
2859,1386,219,1,196.17,196.17
2860,1387,14,2,116.65,233.3
2861,1388,220,1,248.16,248.16
2862,1389,910,1,164.86,164.86
2863,1390,205,2,284.38,568.76
2864,1390,208,2,41.46,82.92
2865,1391,173,1,84.42,84.42
2866,1391,172,1,130.06,130.06
2867,1392,48,2,101.54,203.08
2868,1392,49,2,114.57,229.14
2869,1393,372,1,189.24,189.24
2870,1394,144,1,377.17,377.17
2871,1394,143,1,260.26,260.26
2872,1394,145,1,47.6,47.6
2873,1394,147,1,79.12,79.12
2874,1395,782,1,260.31,260.31
2875,1395,781,1,161.67,161.67
2876,1395,779,1,108.26,108.26
2877,1396,646,2,394.73,789.46
2878,1397,634,1,33.76,33.76
2879,1398,909,1,263.28,263.28
2880,1398,910,1,164.86,164.86
2881,1399,747,1,67.37,67.37
2882,1399,749,2,76.43,152.86
2883,1399,750,1,135.65,135.65
2884,1400,653,1,161.33,161.33
2885,1400,651,1,150.24,150.24
2886,1401,404,1,97.37,97.37
2887,1401,402,3,83.91,251.73
2888,1401,403,1,217.91,217.91
2889,1402,540,2,195.02,390.04
2890,1402,539,1,291.38,291.38
2891,1402,541,1,171.0,171.0
2892,1403,611,1,56.78,56.78
2893,1403,609,1,108.01,108.01
2894,1404,893,1,230.49,230.49
2895,1404,894,1,364.88,364.88
2896,1404,895,1,198.26,198.26
2897,1405,141,2,121.06,242.12
2898,1406,300,1,165.37,165.37
2899,1407,198,1,273.27,273.27
2900,1408,17,3,156.37,469.11
2901,1408,22,1,117.19,117.19
2902,1409,270,3,95.07,285.21
2903,1410,754,2,140.32,280.64
2904,1411,544,2,173.9,347.8
2905,1411,547,3,377.7,1133.1
2906,1412,825,1,168.79,168.79
2907,1412,823,3,235.27,705.81
2908,1412,821,1,97.99,97.99
2909,1412,822,1,235.68,235.68
2910,1412,824,1,175.76,175.76
2911,1413,345,3,154.26,462.78
2912,1413,343,1,126.85,126.85
2913,1414,875,1,341.41,341.41
2914,1415,483,1,269.0,269.0
2915,1415,484,1,49.34,49.34
2916,1416,459,3,224.56,673.68
2917,1416,458,2,73.31,146.62
2918,1416,460,1,50.7,50.7
2919,1417,353,2,56.31,112.62
2920,1417,354,2,123.31,246.62
2921,1418,758,1,71.74,71.74
2922,1418,760,3,53.0,159.0
2923,1419,866,2,340.16,680.32
2924,1419,869,1,136.34,136.34
2925,1419,868,2,204.17,408.34
2926,1419,870,1,278.04,278.04
2927,1419,867,3,154.73,464.19
2928,1420,603,1,312.66,312.66
2929,1420,604,1,111.75,111.75
2930,1421,854,1,165.14,165.14
2931,1421,853,2,163.27,326.54
2932,1422,277,1,149.98,149.98
2933,1423,241,1,129.43,129.43
2934,1424,751,1,336.7,336.7
2935,1424,752,1,217.3,217.3
2936,1425,837,2,294.06,588.12
2937,1425,839,2,97.01,194.02
2938,1426,703,1,90.15,90.15
2939,1426,702,2,224.2,448.4
2940,1426,701,1,196.96,196.96
2941,1427,365,1,141.15,141.15
2942,1427,363,1,60.73,60.73
2943,1427,364,1,63.3,63.3
2944,1428,756,1,86.53,86.53
2945,1428,752,2,217.3,434.6
2946,1428,751,1,336.7,336.7
2947,1429,595,2,44.88,89.76
2948,1429,596,2,80.69,161.38
2949,1429,597,2,58.26,116.52
2950,1430,182,1,99.56,99.56
2951,1430,180,3,316.01,948.03
2952,1431,667,1,96.69,96.69
2953,1431,670,2,221.28,442.56
2954,1431,666,1,98.37,98.37
2955,1432,389,2,115.29,230.58
2956,1433,584,1,231.94,231.94
2957,1434,272,2,403.57,807.14
2958,1434,270,1,95.07,95.07
2959,1434,271,1,256.17,256.17
2960,1434,273,1,205.02,205.02
2961,1435,352,1,249.87,249.87
2962,1436,624,3,177.03,531.09
2963,1436,625,2,85.74,171.48
2964,1437,456,1,249.62,249.62
2965,1438,270,1,95.07,95.07
2966,1439,22,1,117.19,117.19
2967,1439,20,1,137.92,137.92
2968,1440,846,1,339.82,339.82
2969,1440,847,1,247.63,247.63
2970,1441,156,1,375.8,375.8
2971,1441,155,2,224.21,448.42
2972,1442,593,2,156.78,313.56
2973,1442,592,2,184.37,368.74
2974,1443,684,3,62.02,186.06
2975,1443,683,1,78.01,78.01
2976,1444,911,2,35.43,70.86
2977,1444,915,1,45.26,45.26
2978,1444,914,1,123.48,123.48
2979,1445,713,1,68.16,68.16
2980,1445,711,1,314.05,314.05
2981,1446,703,1,90.15,90.15
2982,1446,702,2,224.2,448.4
2983,1446,701,2,196.96,393.92
2984,1447,78,1,191.86,191.86
2985,1448,745,1,79.47,79.47
2986,1448,744,2,337.01,674.02
2987,1449,440,1,216.38,216.38
2988,1449,443,2,161.44,322.88
2989,1449,442,2,200.79,401.58
2990,1450,50,2,163.27,326.54
2991,1451,412,2,130.07,260.14
2992,1451,411,2,86.96,173.92
2993,1451,413,2,85.59,171.18
2994,1452,489,1,270.74,270.74
2995,1452,488,1,187.64,187.64
2996,1453,230,2,42.15,84.3
2997,1453,232,1,72.5,72.5
2998,1454,744,3,337.01,1011.03
2999,1454,746,1,163.45,163.45
3000,1455,277,1,149.98,149.98
3001,1456,848,1,171.11,171.11
3002,1456,849,1,211.18,211.18
3003,1456,850,1,349.22,349.22
3004,1457,794,3,373.23,1119.69
3005,1457,793,1,344.67,344.67
3006,1458,203,3,190.86,572.58
3007,1458,201,2,271.07,542.14
3008,1459,342,2,103.45,206.9
3009,1459,338,1,226.73,226.73
3010,1460,787,1,74.13,74.13
3011,1460,789,3,304.32,912.96
3012,1460,790,1,54.04,54.04
3013,1461,249,2,105.51,211.02
3014,1462,856,1,395.69,395.69
3015,1462,855,1,213.85,213.85
3016,1463,411,2,86.96,173.92
3017,1463,412,3,130.07,390.21
3018,1463,413,1,85.59,85.59
3019,1464,148,1,180.17,180.17
3020,1464,152,1,148.72,148.72
3021,1465,663,1,217.11,217.11
3022,1465,665,1,151.0,151.0
3023,1465,664,1,140.73,140.73
3024,1466,149,3,180.91,542.73
3025,1466,148,1,180.17,180.17
3026,1467,686,1,206.53,206.53
3027,1467,689,2,143.97,287.94
3028,1467,688,1,230.37,230.37
3029,1468,63,1,155.08,155.08
3030,1469,655,1,87.64,87.64
3031,1469,657,1,199.03,199.03
3032,1469,656,1,199.09,199.09
3033,1470,296,2,148.22,296.44
3034,1471,648,1,79.5,79.5
3035,1472,514,2,42.45,84.9
3036,1472,513,1,89.69,89.69
3037,1472,510,1,263.86,263.86
3038,1472,512,1,286.08,286.08
3039,1473,511,2,396.11,792.22
3040,1474,260,2,312.34,624.68
3041,1474,264,2,102.41,204.82
3042,1475,774,1,100.58,100.58
3043,1475,770,3,332.82,998.46
3044,1475,771,1,167.44,167.44
3045,1476,621,2,154.33,308.66
3046,1476,622,1,214.66,214.66
3047,1476,620,2,170.43,340.86
3048,1477,804,1,299.88,299.88
3049,1477,806,1,180.25,180.25
3050,1477,807,1,291.56,291.56
3051,1478,801,1,86.0,86.0
3052,1479,635,2,44.6,89.2
3053,1479,634,2,33.76,67.52
3054,1479,632,1,65.55,65.55
3055,1480,701,2,196.96,393.92
3056,1480,702,1,224.2,224.2
3057,1480,703,1,90.15,90.15
3058,1481,875,2,341.41,682.82
3059,1481,878,1,327.54,327.54
3060,1482,723,2,212.91,425.82
3061,1482,722,3,181.03,543.09
3062,1483,578,1,204.17,204.17
3063,1483,579,1,131.18,131.18
3064,1484,128,2,43.37,86.74
3065,1484,126,3,62.89,188.67
3066,1485,135,2,206.86,413.72
3067,1485,136,3,337.75,1013.25
3068,1486,688,1,230.37,230.37
3069,1486,689,1,143.97,143.97
3070,1487,765,1,180.0,180.0
3071,1487,767,1,170.04,170.04
3072,1487,766,3,92.27,276.81
3073,1488,363,1,60.73,60.73
3074,1489,622,1,214.66,214.66
3075,1489,621,2,154.33,308.66
3076,1489,620,2,170.43,340.86
3077,1490,13,2,244.95,489.9
3078,1490,14,1,116.65,116.65
3079,1491,732,1,49.73,49.73
3080,1491,736,1,67.36,67.36
3081,1491,731,1,86.37,86.37
3082,1492,746,3,163.45,490.35
3083,1493,814,1,276.74,276.74
3084,1493,815,1,189.92,189.92
3085,1494,514,1,42.45,42.45
3086,1494,509,1,99.32,99.32
3087,1494,510,2,263.86,527.72
3088,1494,513,1,89.69,89.69
3089,1495,562,2,45.02,90.04
3090,1495,563,2,67.16,134.32
3091,1495,561,1,126.11,126.11
3092,1496,708,1,77.17,77.17
3093,1496,705,2,41.73,83.46
3094,1497,409,1,245.84,245.84
3095,1497,406,1,184.85,184.85
3096,1498,411,1,86.96,86.96
3097,1498,413,1,85.59,85.59
3098,1499,226,3,315.2,945.6
3099,1500,740,1,164.2,164.2
3100,1501,343,1,126.85,126.85
3101,1502,796,2,81.74,163.48
3102,1502,799,1,121.08,121.08
3103,1503,895,1,198.26,198.26
3104,1503,894,1,364.88,364.88
3105,1504,313,1,105.57,105.57
3106,1504,310,2,145.13,290.26
3107,1505,649,3,43.02,129.06
3108,1505,648,1,79.5,79.5
3109,1506,717,1,317.43,317.43
3110,1506,716,1,138.42,138.42
3111,1507,775,1,290.38,290.38
3112,1508,214,1,69.93,69.93
3113,1508,213,1,59.87,59.87
3114,1508,212,1,41.3,41.3
3115,1509,897,2,63.93,127.86
3116,1509,899,1,31.93,31.93
3117,1510,541,1,171.0,171.0
3118,1510,540,2,195.02,390.04
3119,1510,539,1,291.38,291.38
3120,1511,208,2,41.46,82.92
3121,1511,205,2,284.38,568.76
3122,1511,206,1,216.9,216.9
3123,1511,207,2,85.74,171.48
3124,1512,512,1,286.08,286.08
3125,1513,92,1,153.31,153.31
3126,1513,95,1,182.29,182.29
3127,1514,692,1,267.16,267.16
3128,1514,691,2,219.3,438.6
3129,1515,621,3,154.33,462.99
3130,1516,168,1,183.31,183.31
3131,1517,540,1,195.02,195.02
3132,1517,541,3,171.0,513.0
3133,1517,539,3,291.38,874.14
3134,1518,664,2,140.73,281.46
3135,1518,663,2,217.11,434.22
3136,1519,118,1,190.77,190.77
3137,1520,839,1,97.01,97.01
3138,1520,835,1,230.64,230.64
3139,1521,408,1,299.49,299.49
3140,1521,407,2,170.48,340.96
3141,1522,110,1,248.8,248.8
3142,1523,11,1,309.63,309.63
3143,1523,8,1,134.56,134.56
3144,1524,196,1,177.07,177.07
3145,1525,741,1,168.2,168.2
3146,1525,743,1,347.36,347.36
3147,1526,453,3,227.24,681.72
3148,1527,894,1,364.88,364.88
3149,1527,895,2,198.26,396.52
3150,1527,896,1,98.16,98.16
3151,1528,597,1,58.26,58.26
3152,1528,598,1,76.19,76.19
3153,1528,594,1,104.28,104.28
3154,1529,509,2,99.32,198.64
3155,1530,746,2,163.45,326.9
3156,1531,669,1,55.29,55.29
3157,1531,670,1,221.28,221.28
3158,1531,668,1,229.57,229.57
3159,1531,666,3,98.37,295.11
3160,1532,189,2,61.9,123.8
3161,1532,188,2,64.04,128.08
3162,1533,313,1,105.57,105.57
3163,1533,312,1,181.75,181.75
3164,1534,386,1,216.8,216.8
3165,1534,385,1,109.34,109.34
3166,1535,66,1,37.94,37.94
3167,1535,67,1,128.63,128.63
3168,1536,118,3,190.77,572.31
3169,1536,120,2,150.59,301.18
3170,1537,684,3,62.02,186.06
3171,1537,685,1,105.81,105.81
3172,1538,466,1,329.94,329.94
3173,1539,556,1,48.44,48.44
3174,1540,129,1,318.78,318.78
3175,1541,161,2,80.29,160.58
3176,1541,160,1,51.25,51.25
3177,1542,621,1,154.33,154.33
3178,1542,620,1,170.43,170.43
3179,1543,914,2,123.48,246.96
3180,1543,911,1,35.43,35.43
3181,1544,237,1,244.18,244.18
3182,1544,233,1,93.56,93.56
3183,1545,553,2,95.28,190.56
3184,1546,100,2,224.84,449.68
3185,1547,789,3,304.32,912.96
3186,1548,729,2,144.59,289.18
3187,1548,725,2,187.51,375.02
3188,1549,744,1,337.01,337.01
3189,1550,789,1,304.32,304.32
3190,1550,790,3,54.04,162.12
3191,1550,788,1,235.44,235.44
3192,1551,339,1,244.24,244.24
3193,1552,224,3,176.29,528.87
3194,1553,652,1,247.12,247.12
3195,1553,651,1,150.24,150.24
3196,1554,633,1,126.51,126.51
3197,1554,635,2,44.6,89.2
3198,1554,634,1,33.76,33.76
3199,1555,436,1,210.06,210.06
3200,1555,434,2,148.14,296.28
3201,1555,433,1,164.14,164.14
3202,1556,876,1,146.15,146.15
3203,1557,755,1,162.53,162.53
3204,1557,751,1,336.7,336.7
3205,1558,236,2,93.3,186.6
3206,1559,908,1,178.43,178.43
3207,1560,565,2,97.34,194.68
3208,1560,568,2,251.47,502.94
3209,1560,564,2,136.67,273.34
3210,1561,309,3,170.6,511.8
3211,1562,175,1,58.41,58.41
3212,1563,114,1,290.96,290.96
3213,1563,113,3,358.19,1074.57
3214,1564,753,1,330.03,330.03
3215,1564,754,2,140.32,280.64
3216,1564,752,1,217.3,217.3
3217,1564,755,1,162.53,162.53
3218,1565,39,1,296.39,296.39
3219,1565,40,1,216.36,216.36
3220,1566,495,1,167.83,167.83
3221,1567,491,1,232.77,232.77
3222,1567,490,1,180.05,180.05
3223,1568,4,1,249.43,249.43
3224,1568,3,1,392.84,392.84
3225,1569,765,1,180.0,180.0
3226,1569,767,1,170.04,170.04
3227,1570,455,2,266.08,532.16
3228,1570,454,1,107.6,107.6
3229,1571,115,1,209.52,209.52
3230,1571,113,2,358.19,716.38
3231,1572,6,2,98.16,196.32
3232,1573,908,1,178.43,178.43
3233,1574,270,2,95.07,190.14
3234,1574,271,1,256.17,256.17
3235,1575,485,1,325.28,325.28
3236,1575,484,1,49.34,49.34
3237,1576,407,2,170.48,340.96
3238,1576,409,1,245.84,245.84
3239,1576,406,3,184.85,554.55
3240,1577,413,1,85.59,85.59
3241,1577,412,1,130.07,130.07
3242,1577,410,3,106.4,319.2
3243,1577,411,2,86.96,173.92
3244,1578,570,1,310.29,310.29
3245,1578,572,1,218.69,218.69
3246,1579,251,1,61.6,61.6
3247,1579,248,1,73.43,73.43
3248,1579,250,1,68.79,68.79
3249,1579,249,1,105.51,105.51
3250,1580,622,1,214.66,214.66
3251,1580,621,2,154.33,308.66
3252,1580,620,1,170.43,170.43
3253,1581,490,1,180.05,180.05
3254,1582,247,1,49.85,49.85
3255,1582,251,1,61.6,61.6
3256,1583,259,1,232.16,232.16
3257,1583,257,1,155.76,155.76
3258,1584,201,1,271.07,271.07
3259,1584,204,1,77.57,77.57
3260,1585,676,1,362.47,362.47
3261,1586,663,2,217.11,434.22
3262,1586,665,1,151.0,151.0
3263,1587,660,1,103.28,103.28
3264,1587,658,3,53.35,160.05
3265,1588,715,1,204.46,204.46
3266,1589,779,2,108.26,216.52
3267,1590,488,1,187.64,187.64
3268,1590,487,1,207.13,207.13
3269,1591,702,1,224.2,224.2
3270,1592,385,3,109.34,328.02
3271,1592,384,1,265.69,265.69
3272,1593,129,1,318.78,318.78
3273,1593,128,1,43.37,43.37
3274,1594,514,1,42.45,42.45
3275,1595,21,1,130.12,130.12
3276,1595,22,2,117.19,234.38
3277,1596,275,1,185.4,185.4
3278,1596,277,2,149.98,299.96
3279,1597,531,2,250.29,500.58
3280,1598,687,1,214.33,214.33
3281,1598,688,1,230.37,230.37
3282,1598,689,3,143.97,431.91
3283,1599,370,1,110.33,110.33
3284,1599,368,1,205.81,205.81
3285,1599,366,2,183.84,367.68
3286,1599,369,1,248.16,248.16
3287,1600,838,1,294.54,294.54
3288,1600,836,2,46.52,93.04
3289,1601,188,3,64.04,192.12
3290,1601,190,2,58.28,116.56
3291,1602,538,1,181.71,181.71
3292,1603,662,1,139.57,139.57
3293,1603,658,1,53.35,53.35
3294,1603,660,1,103.28,103.28
3295,1604,432,1,160.15,160.15
3296,1604,430,1,97.23,97.23
3297,1604,431,1,260.09,260.09
3298,1605,93,1,170.77,170.77
3299,1605,95,1,182.29,182.29
3300,1605,94,1,220.66,220.66
3301,1606,630,1,63.47,63.47
3302,1606,629,2,98.28,196.56
3303,1606,631,1,139.57,139.57
3304,1607,127,2,317.07,634.14
3305,1607,130,1,191.13,191.13
3306,1607,126,1,62.89,62.89
3307,1608,867,2,154.73,309.46
3308,1609,224,1,176.29,176.29
3309,1609,225,2,211.65,423.3
3310,1609,226,1,315.2,315.2
3311,1610,684,1,62.02,62.02
3312,1610,683,1,78.01,78.01
3313,1611,251,3,61.6,184.8
3314,1612,597,1,58.26,58.26
3315,1612,598,1,76.19,76.19
3316,1613,905,1,59.7,59.7
3317,1613,907,1,45.17,45.17
3318,1614,512,1,286.08,286.08
3319,1615,144,1,377.17,377.17
3320,1615,147,1,79.12,79.12
3321,1616,543,1,88.75,88.75
3322,1617,840,1,98.19,98.19
3323,1618,530,1,284.08,284.08
3324,1618,527,2,200.5,401.0
3325,1618,528,1,194.87,194.87
3326,1619,394,1,273.63,273.63
3327,1619,396,1,184.95,184.95
3328,1619,393,1,189.05,189.05
3329,1620,19,1,226.81,226.81
3330,1620,21,1,130.12,130.12
3331,1620,20,2,137.92,275.84
3332,1620,18,1,107.13,107.13
3333,1621,27,2,51.5,103.0
3334,1622,295,3,131.67,395.01
3335,1622,294,1,166.44,166.44
3336,1622,297,2,211.98,423.96
3337,1622,296,3,148.22,444.66
3338,1623,295,2,131.67,263.34
3339,1624,179,1,54.23,54.23
3340,1625,530,1,284.08,284.08
3341,1625,528,1,194.87,194.87
3342,1626,272,1,403.57,403.57
3343,1626,270,1,95.07,95.07
3344,1627,406,1,184.85,184.85
3345,1627,409,2,245.84,491.68
3346,1627,407,1,170.48,170.48
3347,1628,631,1,139.57,139.57
3348,1628,629,1,98.28,98.28
3349,1628,630,1,63.47,63.47
3350,1629,746,3,163.45,490.35
3351,1630,760,1,53.0,53.0
3352,1630,759,1,280.6,280.6
3353,1630,758,1,71.74,71.74
3354,1630,757,1,204.57,204.57
3355,1631,395,1,186.81,186.81
3356,1632,328,2,107.11,214.22
3357,1632,327,2,87.29,174.58
3358,1632,329,2,74.89,149.78
3359,1633,19,1,226.81,226.81
3360,1633,20,1,137.92,137.92
3361,1634,880,1,120.99,120.99
3362,1634,882,1,60.01,60.01
3363,1634,883,1,115.01,115.01
3364,1635,713,1,68.16,68.16
3365,1635,711,1,314.05,314.05
3366,1635,710,1,274.05,274.05
3367,1636,632,1,65.55,65.55
3368,1637,488,1,187.64,187.64
3369,1638,211,2,280.44,560.88
3370,1638,209,2,188.85,377.7
3371,1638,210,2,56.05,112.1
3372,1639,168,2,183.31,366.62
3373,1640,102,2,220.12,440.24
3374,1641,759,1,280.6,280.6
3375,1641,760,1,53.0,53.0
3376,1642,532,2,145.13,290.26
3377,1642,533,1,135.37,135.37
3378,1643,144,2,377.17,754.34
3379,1643,147,1,79.12,79.12
3380,1644,411,2,86.96,173.92
3381,1645,383,1,155.38,155.38
3382,1645,385,2,109.34,218.68
3383,1645,384,1,265.69,265.69
3384,1645,386,1,216.8,216.8
3385,1646,613,2,117.15,234.3
3386,1647,34,1,338.78,338.78
3387,1648,903,1,65.19,65.19
3388,1648,906,1,124.75,124.75
3389,1648,907,1,45.17,45.17
3390,1648,902,2,109.42,218.84
3391,1649,196,2,177.07,354.14
3392,1650,149,1,180.91,180.91
3393,1651,399,1,101.6,101.6
3394,1651,398,1,173.84,173.84
3395,1652,52,1,232.43,232.43
3396,1652,50,2,163.27,326.54
3397,1653,684,1,62.02,62.02
3398,1654,796,2,81.74,163.48
3399,1655,457,1,281.05,281.05
3400,1655,456,2,249.62,499.24
3401,1656,681,2,61.45,122.9
3402,1656,685,1,105.81,105.81
3403,1656,682,2,111.39,222.78
3404,1656,683,1,78.01,78.01
3405,1657,83,1,163.05,163.05
3406,1658,848,1,171.11,171.11
3407,1658,849,1,211.18,211.18
3408,1659,534,1,167.74,167.74
3409,1659,533,1,135.37,135.37
3410,1659,531,1,250.29,250.29
3411,1659,532,1,145.13,145.13
3412,1660,757,2,204.57,409.14
3413,1660,759,3,280.6,841.8
3414,1661,160,1,51.25,51.25
3415,1661,161,2,80.29,160.58
3416,1661,158,1,76.29,76.29
3417,1662,185,1,99.42,99.42
3418,1662,186,2,54.5,109.0
3419,1663,50,1,163.27,163.27
3420,1664,139,2,132.01,264.02
3421,1665,234,1,270.62,270.62
3422,1666,93,1,170.77,170.77
3423,1667,396,2,184.95,369.9
3424,1667,393,3,189.05,567.15
3425,1668,906,1,124.75,124.75
3426,1668,905,1,59.7,59.7
3427,1668,904,1,95.22,95.22
3428,1669,122,1,122.5,122.5
3429,1670,628,1,163.08,163.08
3430,1670,627,3,96.1,288.3
3431,1671,126,1,62.89,62.89
3432,1671,127,2,317.07,634.14
3433,1672,770,1,332.82,332.82
3434,1672,773,1,196.81,196.81
3435,1673,399,1,101.6,101.6
3436,1673,401,2,207.04,414.08
3437,1673,400,2,351.35,702.7
3438,1674,649,1,43.02,43.02
3439,1674,648,1,79.5,79.5
3440,1674,650,1,66.55,66.55
3441,1675,599,2,287.03,574.06
3442,1676,62,1,105.14,105.14
3443,1677,210,1,56.05,56.05
3444,1678,516,3,143.14,429.42
3445,1678,518,1,228.74,228.74
3446,1678,515,1,186.71,186.71
3447,1679,401,1,207.04,207.04
3448,1679,400,2,351.35,702.7
3449,1679,398,1,173.84,173.84
3450,1679,399,1,101.6,101.6
3451,1680,73,1,237.02,237.02
3452,1680,69,2,174.47,348.94
3453,1681,609,1,108.01,108.01
3454,1681,612,1,83.64,83.64
3455,1681,611,1,56.78,56.78
3456,1682,173,2,84.42,168.84
3457,1682,172,1,130.06,130.06
3458,1682,174,1,66.64,66.64
3459,1683,140,1,141.31,141.31
3460,1683,141,1,121.06,121.06
3461,1684,86,1,273.21,273.21
3462,1685,404,1,97.37,97.37
3463,1685,405,1,398.51,398.51
3464,1686,856,2,395.69,791.38
3465,1687,564,2,136.67,273.34
3466,1687,566,1,153.55,153.55
3467,1688,409,1,245.84,245.84
3468,1688,408,1,299.49,299.49
3469,1689,205,3,284.38,853.14
3470,1690,867,1,154.73,154.73
3471,1690,870,2,278.04,556.08
3472,1690,866,1,340.16,340.16
3473,1691,742,3,315.79,947.37
3474,1692,821,1,97.99,97.99
3475,1692,825,1,168.79,168.79
3476,1692,824,1,175.76,175.76
3477,1693,623,2,244.43,488.86
3478,1694,858,1,155.28,155.28
3479,1694,859,1,321.47,321.47
3480,1694,857,1,167.57,167.57
3481,1695,280,1,188.04,188.04
3482,1695,281,1,255.07,255.07
3483,1696,306,1,143.78,143.78
3484,1697,828,1,343.91,343.91
3485,1698,66,1,37.94,37.94
3486,1698,67,2,128.63,257.26
3487,1698,68,1,116.41,116.41
3488,1699,108,1,188.74,188.74
3489,1699,109,3,188.55,565.65
3490,1700,852,1,247.36,247.36
3491,1700,854,3,165.14,495.42
3492,1700,853,1,163.27,163.27
3493,1700,851,1,189.87,189.87
3494,1701,896,2,98.16,196.32
3495,1701,894,1,364.88,364.88
3496,1701,893,1,230.49,230.49
3497,1702,782,2,260.31,520.62
3498,1702,779,1,108.26,108.26
3499,1703,892,1,310.16,310.16
3500,1703,891,1,192.28,192.28
3501,1704,555,2,141.18,282.36
3502,1705,216,1,63.54,63.54
3503,1705,215,1,96.38,96.38
3504,1705,218,1,70.08,70.08
3505,1706,488,1,187.64,187.64
3506,1706,489,1,270.74,270.74
3507,1707,225,1,211.65,211.65
3508,1708,124,2,55.5,111.0
3509,1708,125,2,83.41,166.82
3510,1709,114,1,290.96,290.96
3511,1709,116,1,107.07,107.07
